"document","comment_id","type","start","end"
"NDY-186","635","affection declaration","0","15"
"NDY-186","635","affection declaration","16","28"
"NDY-186","660","affection declaration","0","19"
"NDY-186","665","positive feedback","0","27"
"NDY-186","679","affection declaration","0","30"
"NDY-186","688","positive feedback","0","32"
"NDY-186","714","implicit","18","40"
"NDY-186","740","affection declaration","0","14"
"NDY-186","755","positive feedback","0","35"
"NDY-186","757","positive feedback","0","10"
"NDY-186","784","agreement","0","15"
"NDY-186","815","positive feedback","0","4"
"NDY-186","841","positive feedback","0","11"
"NDY-186","841","positive feedback","12","55"
"NDY-186","851","positive feedback","0","6"
"NDY-186","880","positive feedback","0","10"
"NDY-186","922","positive feedback","0","29"
"NDY-186","922","encouragement","32","44"
"NDY-186","930","positive feedback","0","18"
"NDY-186","977","positive feedback","0","12"
"NDY-186","977","positive feedback","13","24"
"NDY-186","1049","gratitude","0","24"
"NDY-186","1111","encouragement","0","39"
"NDY-186","1172","agreement","20","28"
"NDY-186","1186","gratitude","3","24"
"NDY-186","1220","affection declaration","0","30"
"NDY-186","1226","positive feedback","0","9"
"NDY-186","1228","implicit","0","28"
"NDY-186","1228","positive feedback","29","37"
"NDY-186","1272","affection declaration","0","18"
"NDY-186","1277","positive feedback","0","4"
"NDY-186","1296","positive feedback","0","21"
"NDY-186","1296","positive feedback","67","94"
"NDY-186","1344","positive feedback","0","9"
"NDY-186","1355","positive feedback","0","13"
"NDY-186","1414","positive feedback","12","14"
"NDY-186","1414","affection declaration","15","32"
"NDY-186","1414","encouragement","33","56"
"NDY-186","1444","positive feedback","0","18"
"NDY-186","1478","affection declaration","0","19"
"NDY-186","1486","affection declaration","4","20"
"NDY-186","1533","positive feedback","0","40"
"NDY-186","1651","affection declaration","0","73"
"NDY-186","1651","affection declaration","74","109"
"NDY-186","1655","positive feedback","0","4"
"NDY-186","1656","positive feedback","23","24"
"NDY-186","1675","positive feedback","183","194"
"NDY-186","1694","compliment","0","23"
"NDY-186","1694","encouragement","24","41"
"NDY-186","1694","affection declaration","42","61"
"NDY-186","1701","positive feedback","0","13"
"NDY-186","1727","positive feedback","0","35"
"NDY-186","1729","positive feedback","0","21"
"NDY-186","1729","positive feedback","22","37"
"NDY-186","1729","compliment","38","63"
"NDY-186","1729","compliment","64","82"
"NDY-186","1784","positive feedback","0","6"
"NDY-186","1807","positive feedback","0","17"
"NDY-186","1866","positive feedback","0","10"
"NDY-186","1907","positive feedback","0","36"
"NDY-186","1915","affection declaration","0","18"
"NDY-186","1927","affection declaration","0","43"
"NDY-186","1943","positive feedback","0","44"
"NDY-186","1943","positive feedback","45","65"
"NDY-186","1964","positive feedback","0","10"
"NDY-186","1965","positive feedback","0","28"
"NDY-186","2036","positive feedback","0","12"
"NDY-186","2090","positive feedback","0","4"
"NDY-186","2135","positive feedback","49","63"
"NDY-186","2140","affection declaration","0","45"
"NDY-186","2147","compliment","0","43"
"NDY-186","2151","positive feedback","44","67"
"NDY-186","2151","encouragement","68","85"
"NDY-186","2216","affection declaration","0","25"
"NDY-186","2239","positive feedback","0","28"
"NDY-186","2239","encouragement","29","59"
"NDY-186","2239","compliment","29","43"
"NDY-186","2239","affection declaration","60","66"
"NDY-186","2392","positive feedback","0","9"
"NDY-186","2392","positive feedback","10","36"
"NDY-186","2461","compliment","0","30"
"NDY-186","2469","positive feedback","0","19"
"NDY-186","2483","positive feedback","38","67"
"NDY-186","2483","positive feedback","68","83"
"NDY-186","2551","positive feedback","0","4"
"NDY-186","2587","positive feedback","0","45"
"NDY-186","2681","positive feedback","0","18"
"NDY-186","2691","compliment","0","49"
"NDY-186","2691","affection declaration","50","69"
"NDY-186","2693","positive feedback","0","5"
"NDY-186","2704","positive feedback","55","67"
"NDY-186","2745","positive feedback","0","4"
"NDY-186","2752","positive feedback","0","4"
"NDY-186","2784","positive feedback","0","14"
"NDY-186","2784","affection declaration","15","33"
"NDY-186","2831","positive feedback","0","2"
"NDY-186","2854","positive feedback","0","11"
"NDY-186","2856","positive feedback","0","15"
"NDY-186","2867","positive feedback","0","4"
"NDY-186","2938","affection declaration","0","13"
"NDY-186","2938","positive feedback","14","38"
"NDY-186","2983","positive feedback","0","9"
"NDY-186","3081","positive feedback","148","194"
"NDY-186","3081","positive feedback","195","208"
"NDY-186","3081","affection declaration","209","249"
"NDY-186","3081","affection declaration","250","271"
"NDY-186","3105","positive feedback","0","18"
"NDY-186","3105","positive feedback","19","44"
"NDY-186","3108","positive feedback","0","24"
"NDY-186","3108","affection declaration","25","51"
"NDY-186","3114","positive feedback","0","35"
"NDY-186","3145","positive feedback","0","17"
"NDY-186","3145","compliment","18","50"
"NDY-186","3171","positive feedback","0","4"
"NDY-186","3191","positive feedback","0","1"
"NDY-186","3211","affection declaration","0","23"
"NDY-186","3226","positive feedback","0","8"
"NDY-186","3291","positive feedback","0","18"
"NDY-186","3303","positive feedback","0","15"
"NDY-186","3303","positive feedback","18","41"
"NDY-186","3310","positive feedback","0","26"
"NDY-186","3322","positive feedback","0","18"
"NDY-186","3322","encouragement","19","28"
"NDY-186","3337","positive feedback","0","15"
"NDY-186","3478","positive feedback","0","4"
"NDY-186","3504","positive feedback","0","4"
"NDY-186","3504","encouragement","5","14"
"NDY-186","3506","agreement","0","14"
"NDY-186","3508","ambiguous","15","19"
"NDY-186","3526","positive feedback","0","4"
"NDY-186","3530","positive feedback","0","20"
"NDY-186","3530","positive feedback","21","58"
"NDY-186","3534","positive feedback","0","7"
"NDY-186","3560","compliment","0","32"
"NDY-186","3567","positive feedback","0","7"
"NDY-186","3567","group membership","8","39"
"NDY-186","3595","positive feedback","0","35"
"NDY-186","3595","encouragement","36","45"
"NDY-186","3608","positive feedback","0","4"
"NDY-186","3654","positive feedback","0","38"
"NDY-186","3678","positive feedback","6","19"
"NDY-186","3680","affection declaration","0","44"
"NDY-186","3680","positive feedback","45","67"
"NDY-186","3680","affection declaration","68","96"
"NDY-186","3680","positive feedback","97","139"
"NDY-186","3680","positive feedback","167","168"
"NDY-186","3703","positive feedback","0","33"
"NDY-186","3714","positive feedback","0","11"
"NDY-186","3796","affection declaration","0","46"
"NDY-186","3849","positive feedback","0","11"
"NDY-186","3854","positive feedback","0","19"
"NDY-186","3854","positive feedback","22","47"
"NDY-186","3862","positive feedback","6","24"
"NDY-186","3905","positive feedback","0","44"
"NDY-186","3942","positive feedback","0","10"
"NDY-186","4043","positive feedback","0","17"
"NDY-186","4043","positive feedback","18","52"
"NDY-186","4051","positive feedback","0","29"
"NDY-186","4059","positive feedback","0","14"
"NDY-186","4074","positive feedback","0","5"
"NDY-186","4082","positive feedback","0","19"
"NDY-186","4166","positive feedback","0","18"
"NDY-186","4191","positive feedback","0","15"
"NDY-186","4222","positive feedback","0","11"
"NDY-186","4246","positive feedback","0","25"
"NDY-186","4265","compliment","12","27"
"NDY-186","4307","affection declaration","0","20"
"NDY-186","4308","affection declaration","0","20"
"NDY-186","4357","affection declaration","69","105"
"NDY-186","4357","compliment","69","105"
"NDY-186","4436","affection declaration","3","17"
"NDY-186","4436","positive feedback","18","23"
"NDY-186","4436","positive feedback","24","79"
"NDY-186","4481","positive feedback","0","14"
"NDY-186","4488","affection declaration","0","17"
"NDY-186","4519","positive feedback","0","18"
"NDY-186","4556","agreement","18","36"
"NDY-186","4570","affection declaration","0","37"
"NDY-186","4578","ambiguous","0","3"
"NDY-186","4631","positive feedback","0","4"
"NDY-186","4649","positive feedback","0","9"
"NDY-186","4657","positive feedback","0","28"
"NDY-186","4659","positive feedback","0","4"
"NDY-186","4673","positive feedback","0","4"
"NDY-186","4688","encouragement","0","21"
"NDY-186","4694","positive feedback","0","11"
"NDY-186","4694","encouragement","12","21"
"NDY-186","4698","positive feedback","0","17"
"NDY-186","4698","encouragement","18","43"
"NDY-186","4704","positive feedback","42","43"
"NDY-186","4714","group membership","0","27"
"NDY-186","4754","affection declaration","0","20"
"NDY-186","4771","encouragement","24","47"
"NDY-186","4785","positive feedback","0","68"
"NDY-186","4797","encouragement","0","113"
"NDY-186","4800","positive feedback","0","4"
"NDY-186","4823","encouragement","0","15"
"NDY-186","4823","group membership","16","40"
"NDY-186","4840","positive feedback","0","18"
"NDY-186","4865","positive feedback","0","6"
"NDY-186","4888","positive feedback","0","7"
"NDY-186","4916","affection declaration","0","20"
"NDY-186","4916","positive feedback","25","48"
"NDY-186","4916","compliment","53","85"
"NDY-186","4944","positive feedback","0","16"
"NDY-186","4948","positive feedback","0","4"
"NDY-186","4948","affection declaration","5","130"
"NDY-186","4952","affection declaration","0","21"
"NDY-186","4982","affection declaration","0","63"
"NDY-186","4988","positive feedback","0","29"
"NDY-186","5044","positive feedback","6","17"
"NDY-186","5055","affection declaration","0","16"
"NDY-186","5097","positive feedback","0","20"
"NDY-186","5162","encouragement","12","35"
"NDY-186","5190","positive feedback","0","9"
"NDY-186","5200","affection declaration","0","51"
"NDY-186","5228","positive feedback","0","29"
"NDY-186","5228","positive feedback","30","42"
"NDY-186","5264","positive feedback","0","11"
"NDY-186","5273","affection declaration","0","17"
"NDY-186","5316","positive feedback","0","4"
"NDY-186","5317","positive feedback","0","18"
"NDY-186","5330","affection declaration","0","21"
"NDY-186","5330","positive feedback","22","67"
"NDY-186","5362","positive feedback","0","4"
"NDY-186","5382","positive feedback","0","13"
"NDY-186","5416","affection declaration","0","22"
"NDY-186","5434","compliment","0","83"
"NDY-186","5458","affection declaration","0","19"
"NDY-186","5467","compliment","0","27"
"NDY-186","5485","group membership","3","26"
"NDY-186","5513","positive feedback","0","9"
"NDY-186","5520","positive feedback","0","37"
"NDY-186","5567","affection declaration","0","31"
"NDY-186","5579","positive feedback","0","5"
"NDY-186","5603","positive feedback","0","12"
"NDY-186","5682","compliment","0","44"
"NDY-186","5693","compliment","0","14"
"NDY-186","5779","positive feedback","63","85"
"NDY-186","5895","positive feedback","0","15"
"NDY-186","5921","positive feedback","0","12"
"NDY-186","5974","positive feedback","0","1"
"NDY-186","5984","compliment","0","52"
"NDY-186","5984","compliment","53","78"
"NDY-186","5984","affection declaration","79","119"
"NDY-186","5984","positive feedback","120","168"
"NDY-186","5991","agreement","0","4"
"NDY-186","6113","positive feedback","0","11"
"NDY-186","6114","positive feedback","0","16"
"NDY-186","6173","positive feedback","0","14"
"NDY-186","6196","compliment","0","45"
"NDY-186","6210","agreement","13","19"
"NDY-186","6226","positive feedback","0","16"
"NDY-186","6249","positive feedback","0","21"
"NDY-186","6283","positive feedback","30","47"
"NDY-186","6287","ambiguous","0","3"
"NDY-186","6301","affection declaration","0","49"
"NDY-186","6328","affection declaration","0","46"
"NDY-186","6407","positive feedback","0","89"
"NDY-186","6432","positive feedback","0","16"
"NDY-186","6451","positive feedback","0","33"
"NDY-186","6459","positive feedback","0","5"
"NDY-186","6461","positive feedback","0","21"
"NDY-186","6490","ambiguous","0","5"
"NDY-186","6513","agreement","0","8"
"NDY-186","6520","positive feedback","0","4"
"NDY-186","6583","positive feedback","0","5"
"NDY-186","6612","positive feedback","0","23"
"NDY-186","6616","positive feedback","0","7"
"NDY-186","6744","positive feedback","0","16"
"NDY-186","6745","positive feedback","0","29"
"NDY-186","6784","positive feedback","0","4"
"NDY-186","6804","encouragement","7","63"
"NDY-186","6811","positive feedback","0","33"
"NDY-186","6819","compliment","0","44"
"NDY-186","6840","affection declaration","0","14"
"NDY-186","6860","positive feedback","0","41"
"NDY-186","6874","positive feedback","0","5"
"NDY-186","6878","affection declaration","0","87"
"NDY-186","6900","positive feedback","19","66"
"NDY-186","6900","group membership","67","104"
"NDY-186","6907","positive feedback","0","17"
"NDY-186","6929","positive feedback","0","22"
"NDY-186","7039","positive feedback","0","31"
"NDY-186","7100","affection declaration","0","14"
"NDY-186","7102","ambiguous","0","3"
"NDY-186","7107","affection declaration","0","13"
"NDY-186","7121","positive feedback","0","12"
"NDY-186","7136","positive feedback","0","13"
"NDY-186","7159","positive feedback","0","12"
"NDY-186","7164","compliment","0","23"
"NDY-186","7164","positive feedback","39","42"
"NDY-186","7210","positive feedback","0","6"
"NDY-186","7230","positive feedback","0","16"
"NDY-186","7239","implicit","0","36"
"NDY-186","7281","affection declaration","0","14"
"NDY-186","7290","compliment","0","110"
"NDY-186","7305","positive feedback","0","26"
"NDY-186","7315","positive feedback","0","5"
"NDY-186","7315","positive feedback","6","26"
"NDY-186","7320","positive feedback","0","24"
"NDY-186","7336","positive feedback","0","25"
"NDY-186","7356","affection declaration","0","139"
"NDY-186","7370","positive feedback","0","5"
"NDY-186","7427","positive feedback","0","42"
"NDY-186","7469","positive feedback","0","11"
"NDY-186","7469","positive feedback","12","24"
"NDY-186","7494","implicit","0","47"
"NDY-186","7513","positive feedback","0","11"
"NDY-186","7524","positive feedback","0","15"
"NDY-186","7539","positive feedback","2","60"
"NDY-186","7574","affection declaration","0","16"
"NDY-186","7579","affection declaration","0","28"
"NDY-186","7595","positive feedback","0","9"
"NDY-186","7602","positive feedback","0","24"
"NDY-186","7602","positive feedback","25","85"
"NDY-186","7613","positive feedback","0","26"
"NDY-186","7615","affection declaration","0","29"
"NDY-186","7645","affection declaration","0","21"
"NDY-186","7652","positive feedback","0","11"
"NDY-186","7682","positive feedback","0","44"
"NDY-186","7687","affection declaration","0","20"
"NDY-208","62","agreement","11","19"
"NDY-208","63","agreement","11","23"
"NDY-208","116","positive feedback","0","6"
"NDY-208","126","positive feedback","13","18"
"NDY-208","143","positive feedback","0","4"
"NDY-208","147","affection declaration","0","23"
"NDY-208","147","gratitude","24","76"
"NDY-208","152","affection declaration","0","9"
"NDY-208","211","positive feedback","0","5"
"NDY-208","226","positive feedback","0","75"
"NDY-208","312","positive feedback","0","19"
"NDY-208","419","affection declaration","0","16"
"NDY-208","479","affection declaration","0","16"
"NDY-208","501","positive feedback","0","4"
"NDY-208","507","positive feedback","121","133"
"NDY-208","519","positive feedback","0","29"
"NDY-208","519","affection declaration","34","53"
"NDY-208","547","positive feedback","117","145"
"NDY-208","563","encouragement","0","44"
"NDY-208","678","affection declaration","0","21"
"NDY-208","689","affection declaration","0","10"
"NDY-208","690","positive feedback","0","13"
"NDY-208","694","affection declaration","0","14"
"NDY-208","712","affection declaration","0","14"
"NDY-208","722","positive feedback","12","35"
"NDY-208","732","positive feedback","0","33"
"NDY-208","732","positive feedback","34","67"
"NDY-208","817","positive feedback","0","30"
"NDY-208","883","encouragement","0","26"
"NDY-208","883","positive feedback","27","44"
"NDY-208","895","positive feedback","0","12"
"NDY-208","938","affection declaration","3","24"
"NDY-208","958","affection declaration","67","84"
"NDY-208","958","positive feedback","89","153"
"NDY-208","1203","positive feedback","0","40"
"NDY-208","1260","positive feedback","0","19"
"NDY-208","1302","positive feedback","0","41"
"NDY-208","1363","positive feedback","0","14"
"NDY-208","1363","affection declaration","15","40"
"NDY-208","1402","affection declaration","0","19"
"NDY-208","1435","positive feedback","0","67"
"NDY-208","1467","positive feedback","0","21"
"NDY-208","1467","affection declaration","22","41"
"NDY-208","1495","affection declaration","0","20"
"NDY-208","1507","positive feedback","0","15"
"NDY-208","1606","positive feedback","0","16"
"NDY-208","1644","agreement","0","25"
"NDY-208","1677","affection declaration","0","13"
"NDY-208","1977","compliment","0","29"
"NDY-208","2376","affection declaration","0","35"
"NDY-208","2376","affection declaration","36","64"
"NDY-208","2506","affection declaration","13","33"
"NDY-208","2508","positive feedback","303","350"
"NDY-208","2584","positive feedback","81","82"
"NDY-208","2648","affection declaration","14","44"
"NDY-208","2649","agreement","0","2"
"NDY-208","2657","positive feedback","0","31"
"NDY-208","2703","compliment","0","30"
"NDY-208","2711","positive feedback","0","4"
"NDY-208","2892","affection declaration","0","45"
"NDY-208","2896","affection declaration","0","39"
"NDY-208","2896","encouragement","40","55"
"NDY-208","2896","positive feedback","60","68"
"NDY-208","2898","positive feedback","53","54"
"NDY-208","3014","positive feedback","170","171"
"NDY-208","3091","positive feedback","120","122"
"NDY-208","3380","positive feedback","79","84"
"NDY-208","3492","affection declaration","0","9"
"NDY-208","3519","compliment","0","40"
"NDY-208","3519","positive feedback","41","75"
"NDY-208","3519","positive feedback","78","110"
"NDY-208","3583","affection declaration","0","14"
"NDY-208","3663","group membership","0","14"
"NDY-208","3663","compliment","15","60"
"NDY-208","3663","compliment","61","167"
"NDY-208","3663","affection declaration","168","197"
"NDY-208","3663","group membership","198","207"
"NDY-208","3663","group membership","208","219"
"NDY-208","3663","group membership","220","226"
"NDY-208","3682","encouragement","0","39"
"NDY-208","3682","positive feedback","151","152"
"NDY-208","3773","positive feedback","7","20"
"NDY-208","3773","affection declaration","21","60"
"NDY-208","3773","positive feedback","61","95"
"NDY-208","3773","positive feedback","200","207"
"NDY-208","3790","positive feedback","197","198"
"NDY-208","3790","affection declaration","199","223"
"NDY-208","4007","positive feedback","47","49"
"NDY-208","4125","affection declaration","104","154"
"NDY-208","4146","affection declaration","0","17"
"NDY-208","5349","positive feedback","0","32"
"NDY-208","5386","positive feedback","0","26"
"NDY-208","5386","positive feedback","76","77"
"NDY-208","5402","affection declaration","0","15"
"NDY-208","5428","positive feedback","0","12"
"NDY-208","5428","positive feedback","13","33"
"NDY-208","5520","compliment","0","27"
"NDY-208","5696","compliment","0","27"
"NDY-208","5793","positive feedback","413","441"
"NDY-208","5793","positive feedback","442","455"
"NDY-208","5872","positive feedback","20","27"
"NDY-208","5892","positive feedback","0","12"
"NDY-208","5977","positive feedback","0","22"
"NDY-208","6167","positive feedback","0","10"
"NDY-208","6972","positive feedback","28","29"
"NDY-208","7339","positive feedback","0","22"
"NDY-208","7622","positive feedback","0","9"
"NDY-208","7885","ambiguous","0","3"
"NDY-208","7951","positive feedback","32","33"
"NDY-208","8495","positive feedback","15","16"
"NDY-208","8530","affection declaration","14","37"
"NDY-208","8688","positive feedback","31","32"
"NDY-208","8688","affection declaration","33","46"
"NDY-208","9178","positive feedback","0","51"
"NDY-208","9261","positive feedback","0","22"
"NDY-208","9261","positive feedback","96","152"
"NDY-208","9798","positive feedback","91","92"
"NDY-208","9856","affection declaration","0","30"
"NDY-208","10112","positive feedback","35","36"
"NDY-208","10112","affection declaration","90","153"
"NDY-208","10188","affection declaration","49","60"
"NDY-208","11059","affection declaration","0","23"
"NDY-208","11197","positive feedback","28","31"
"NDY-208","11478","positive feedback","44","45"
"NDY-208","11894","affection declaration","0","23"
"NDY-208","12176","affection declaration","0","19"
"NDY-208","12269","affection declaration","58","91"
"NDY-208","12269","affection declaration","108","154"
"NDY-246","3","positive feedback","0","16"
"NDY-246","17","positive feedback","0","28"
"NDY-246","66","positive feedback","36","62"
"NDY-246","69","positive feedback","0","36"
"NDY-246","89","affection declaration","33","67"
"NDY-246","89","compliment","68","133"
"NDY-246","127","positive feedback","0","26"
"NDY-246","199","positive feedback","174","185"
"NDY-246","234","affection declaration","0","25"
"NDY-246","239","positive feedback","0","46"
"NDY-247","42","affection declaration","0","21"
"NDY-247","42","positive feedback","28","39"
"NDY-247","61","positive feedback","245","263"
"NDY-247","80","affection declaration","0","19"
"NDY-247","111","positive feedback","205","223"
"NDY-247","121","compliment","0","25"
"NDY-247","130","positive feedback","65","79"
"NDY-247","173","compliment","0","42"
"NDY-247","213","positive feedback","209","220"
"NDY-247","213","implicit","223","263"
"NDY-247","221","affection declaration","0","22"
"NDY-247","258","positive feedback","10","78"
"NDY-247","283","positive feedback","0","16"
"NDY-247","318","positive feedback","248","270"
"NDY-247","318","affection declaration","271","300"
"NDY-247","465","positive feedback","0","75"
"NDY-247","468","positive feedback","0","12"
"NDY-247","472","positive feedback","0","7"
"NDY-247","484","compliment","135","162"
"NDY-247","488","positive feedback","0","10"
"NDY-247","493","positive feedback","18","35"
"NDY-247","493","positive feedback","36","53"
"NDY-247","512","positive feedback","207","273"
"NDY-247","553","positive feedback","0","10"
"NDY-247","569","affection declaration","9","47"
"NDY-247","607","positive feedback","0","12"
"NDY-247","614","compliment","0","102"
"NDY-247","614","compliment","105","160"
"NDY-247","614","positive feedback","161","167"
"NDY-247","642","positive feedback","8","14"
"NDY-247","649","positive feedback","0","31"
"NDY-247","649","compliment","32","62"
"NDY-247","675","positive feedback","24","34"
"NDY-247","704","positive feedback","0","21"
"NDY-247","736","positive feedback","0","25"
"NDY-247","736","compliment","33","116"
"NDY-247","736","compliment","117","166"
"NDY-247","736","compliment","169","207"
"NDY-247","842","affection declaration","0","43"
"NDY-247","884","affection declaration","67","87"
"NDY-247","886","positive feedback","0","13"
"NDY-247","904","positive feedback","5","21"
"NDY-247","904","compliment","33","89"
"NDY-247","904","positive feedback","150","151"
"NDY-247","963","positive feedback","0","13"
"NDY-247","989","compliment","70","115"
"NDY-247","1011","affection declaration","8","27"
"NDY-247","1032","compliment","0","33"
"NDY-247","1049","positive feedback","0","35"
"NDY-247","1058","positive feedback","0","13"
"NDY-247","1058","positive feedback","52","91"
"NDY-247","1062","affection declaration","0","56"
"NDY-247","1062","affection declaration","57","95"
"NDY-247","1063","positive feedback","8","18"
"NDY-247","1063","affection declaration","19","91"
"NDY-247","1063","positive feedback","134","136"
"NDY-247","1080","affection declaration","249","278"
"NDY-247","1080","encouragement","281","299"
"NDY-247","1112","ambiguous","73","95"
"NDY-247","1190","compliment","0","95"
"NDY-247","1225","affection declaration","0","64"
"NDY-247","1225","positive feedback","65","136"
"NDY-247","1225","affection declaration","137","149"
"NDY-247","1296","positive feedback","0","9"
"NDY-247","1296","compliment","10","25"
"NDY-247","1300","affection declaration","0","77"
"NDY-247","1307","affection declaration","0","40"
"NDY-247","1322","affection declaration","0","23"
"NDY-247","1336","compliment","39","72"
"NDY-247","1336","affection declaration","129","199"
"NDY-247","1336","compliment","320","341"
"NDY-247","1336","affection declaration","417","441"
"NDY-247","1336","compliment","446","546"
"NDY-247","1336","affection declaration","551","579"
"NDY-247","1336","compliment","584","621"
"NDY-247","1492","compliment","0","65"
"NDY-250","2","positive feedback","0","7"
"NDY-250","54","compliment","44","82"
"NDY-250","72","compliment","36","88"
"NDY-250","81","compliment","0","93"
"NDY-250","103","compliment","0","31"
"NDY-250","116","compliment","0","52"
"NDY-250","179","compliment","0","30"
"NDY-250","232","compliment","0","32"
"NDY-250","264","compliment","0","64"
"NDY-250","428","positive feedback","0","20"
"NDY-250","442","compliment","22","62"
"NDY-250","512","positive feedback","144","169"
"NDY-250","525","ambiguous","0","24"
"NDY-250","589","compliment","130","187"
"NDY-250","589","positive feedback","192","234"
"NDY-250","628","compliment","0","43"
"NDY-250","633","compliment","0","32"
"NDY-250","635","gratitude","0","22"
"NDY-250","687","compliment","0","20"
"NDY-250","701","compliment","0","29"
"NDY-250","718","compliment","0","27"
"NDY-250","740","compliment","0","21"
"NDY-250","798","compliment","0","42"
"NDY-250","844","positive feedback","0","93"
"NDY-250","844","positive feedback","94","105"
"NDY-250","894","compliment","0","43"
"NDY-250","931","compliment","0","38"
"NDY-250","1082","compliment","0","63"
"NDY-250","1126","positive feedback","357","372"
"NDY-250","1126","positive feedback","428","432"
"NDY-250","1166","compliment","0","81"
"NDY-250","1209","compliment","0","43"
"NDY-250","1272","positive feedback","0","17"
"NDY-250","1272","positive feedback","18","30"
"NDY-250","1272","positive feedback","37","70"
"NDY-250","1288","compliment","0","62"
"NDY-250","1352","compliment","0","42"
"NDY-250","1374","compliment","0","17"
"NDY-250","1418","compliment","104","127"
"NDY-250","1429","compliment","0","47"
"NDY-250","1611","compliment","0","47"
"NDY-250","1623","positive feedback","0","20"
"NDY-250","1624","affection declaration","26","66"
"NDY-250","1624","positive feedback","76","77"
"NDY-250","1641","compliment","0","30"
"NDY-250","1898","compliment","0","46"
"NDY-250","1962","positive feedback","0","19"
"NDY-250","1962","affection declaration","218","277"
"NDY-250","1969","positive feedback","0","25"
"NDY-250","2013","compliment","0","53"
"NDY-250","2013","affection declaration","54","119"
"NDY-250","2016","agreement","0","5"
"NDY-250","2016","affection declaration","8","62"
"NDY-250","2016","affection declaration","63","101"
"NDY-250","2024","compliment","0","42"
"NDY-250","2025","compliment","0","43"
"NDY-250","2100","compliment","0","57"
"NDY-250","2132","positive feedback","0","52"
"NDY-250","2145","compliment","0","36"
"NDY-250","2189","positive feedback","0","5"
"NDY-250","2256","compliment","58","96"
"NDY-250","2259","compliment","0","31"
"NDY-250","2275","positive feedback","0","32"
"NDY-250","2304","compliment","0","37"
"NDY-250","2358","compliment","0","58"
"NDY-250","2363","compliment","0","40"
"NDY-250","2363","positive feedback","41","56"
"NDY-250","2420","compliment","0","44"
"NDY-250","2502","compliment","0","68"
"NDY-250","2642","positive feedback","0","42"
"NDY-250","2642","positive feedback","43","72"
"NDY-250","2642","affection declaration","73","107"
"NDY-250","2642","encouragement","108","175"
"NDY-250","2642","affection declaration","176","239"
"NDY-250","2695","affection declaration","0","33"
"NDY-250","2695","compliment","36","103"
"NDY-250","2695","affection declaration","104","115"
"NDY-250","2717","compliment","0","32"
"NDY-250","2717","compliment","33","74"
"NDY-250","2763","compliment","0","40"
"NDY-250","2801","encouragement","0","62"
"NDY-250","2801","compliment","63","93"
"NDY-252","8","compliment","0","37"
"NDY-252","30","positive feedback","52","82"
"NDY-252","48","compliment","0","44"
"NDY-252","51","positive feedback","0","11"
"NDY-252","51","compliment","37","67"
"NDY-252","62","compliment","0","39"
"NDY-252","66","positive feedback","0","18"
"NDY-252","104","positive feedback","0","17"
"NDY-252","104","positive feedback","20","85"
"NDY-252","109","positive feedback","0","14"
"NDY-252","109","positive feedback","19","36"
"NDY-252","124","positive feedback","0","16"
"NDY-252","127","positive feedback","0","37"
"NDY-252","127","positive feedback","38","67"
"NDY-252","144","positive feedback","0","35"
"NDY-252","144","gratitude","36","53"
"NDY-252","170","positive feedback","0","22"
"NDY-252","170","compliment","23","57"
"NDY-252","183","positive feedback","0","31"
"NDY-252","226","positive feedback","0","28"
"NDY-252","226","positive feedback","35","99"
"NDY-252","226","gratitude","133","155"
"NDY-252","230","positive feedback","0","13"
"NDY-252","230","positive feedback","14","67"
"NDY-252","236","compliment","53","79"
"NDY-252","242","positive feedback","0","96"
"NDY-252","242","positive feedback","99","211"
"NDY-252","252","positive feedback","0","31"
"NDY-252","252","positive feedback","32","51"
"NDY-252","252","positive feedback","52","120"
"NDY-252","252","gratitude","123","133"
"NDY-252","256","positive feedback","0","27"
"NDY-252","256","positive feedback","28","122"
"NDY-252","256","encouragement","125","141"
"NDY-252","287","positive feedback","0","24"
"NDY-252","287","affection declaration","29","61"
"NDY-252","289","compliment","0","40"
"NDY-252","289","positive feedback","41","53"
"NDY-252","329","positive feedback","0","41"
"NDY-252","336","positive feedback","0","19"
"NDY-252","336","encouragement","20","46"
"NDY-252","338","positive feedback","0","27"
"NDY-252","340","positive feedback","0","13"
"NDY-252","351","positive feedback","0","33"
"NDY-252","367","positive feedback","0","24"
"NDY-252","380","positive feedback","0","18"
"NDY-252","383","positive feedback","0","4"
"NDY-252","388","positive feedback","4","56"
"NDY-252","414","positive feedback","35","46"
"NDY-252","417","compliment","0","23"
"NDY-252","420","positive feedback","0","43"
"NDY-252","420","encouragement","44","113"
"NDY-252","426","positive feedback","0","71"
"NDY-252","426","encouragement","72","109"
"NDY-252","439","positive feedback","0","86"
"NDY-252","439","compliment","89","116"
"NDY-252","439","compliment","119","192"
"NDY-252","439","positive feedback","193","251"
"NDY-252","461","positive feedback","0","81"
"NDY-252","475","positive feedback","0","52"
"NDY-252","483","positive feedback","0","11"
"NDY-252","483","compliment","16","47"
"NDY-252","503","positive feedback","0","13"
"NDY-252","503","positive feedback","18","61"
"NDY-252","512","positive feedback","0","13"
"NDY-252","540","positive feedback","0","34"
"NDY-252","540","positive feedback","70","124"
"NDY-252","541","positive feedback","0","22"
"NDY-252","541","encouragement","23","96"
"NDY-252","541","compliment","97","170"
"NDY-252","556","positive feedback","0","16"
"NDY-252","558","positive feedback","0","12"
