,id,set,gbert-large_yes_comment
6085,NDY-179_657,train,
6086,NDY-179_658,train,
6087,NDY-179_659,train,
6088,NDY-179_660,train,
6089,NDY-179_661,train,
6090,NDY-179_662,train,
6091,NDY-179_663,train,
6092,NDY-179_664,train,
6093,NDY-179_665,train,
6094,NDY-179_666,train,
6095,NDY-179_667,test,0.001713573932647705
6096,NDY-179_668,train,
6097,NDY-179_669,train,
6098,NDY-179_670,train,
6099,NDY-179_671,train,
6100,NDY-179_672,train,
6101,NDY-179_673,train,
6102,NDY-179_674,train,
6103,NDY-179_675,train,
6104,NDY-179_676,train,
6105,NDY-179_677,train,
6106,NDY-179_678,train,
6107,NDY-179_679,train,
6108,NDY-179_680,train,
6109,NDY-179_681,train,
6110,NDY-179_682,train,
6111,NDY-179_683,test,0.07278817892074585
6112,NDY-179_684,train,
6113,NDY-179_685,train,
6114,NDY-179_686,train,
6115,NDY-179_687,train,
6116,NDY-179_688,train,
6117,NDY-179_689,train,
6118,NDY-179_690,train,
6119,NDY-179_691,test,0.9841105937957764
6120,NDY-179_692,train,
6121,NDY-179_693,train,
6122,NDY-179_694,train,
6123,NDY-179_695,train,
6124,NDY-179_696,train,
6125,NDY-179_697,train,
6126,NDY-179_698,train,
6127,NDY-179_699,train,
6128,NDY-179_700,train,
6129,NDY-179_701,train,
6130,NDY-179_702,train,
6131,NDY-179_703,train,
6132,NDY-179_704,train,
6133,NDY-179_705,train,
6134,NDY-179_706,train,
6135,NDY-179_707,train,
6136,NDY-179_708,train,
6137,NDY-179_709,train,
6138,NDY-179_710,train,
6139,NDY-179_711,train,
6140,NDY-179_712,train,
6141,NDY-179_713,train,
6142,NDY-179_714,train,
6143,NDY-179_715,train,
6144,NDY-179_716,train,
6145,NDY-179_717,train,
6146,NDY-179_718,train,
6147,NDY-179_719,train,
6148,NDY-179_720,train,
6149,NDY-179_721,test,0.005732178688049316
6150,NDY-179_722,train,
6151,NDY-179_723,train,
6152,NDY-179_724,train,
6153,NDY-179_725,train,
6154,NDY-179_726,train,
6155,NDY-179_727,train,
6156,NDY-179_728,train,
6157,NDY-179_729,train,
6158,NDY-179_730,train,
6159,NDY-179_731,train,
6160,NDY-179_732,train,
6161,NDY-179_733,train,
6162,NDY-179_734,train,
6163,NDY-179_735,train,
6164,NDY-179_736,train,
6165,NDY-179_737,train,
6166,NDY-179_738,train,
6167,NDY-179_739,train,
6168,NDY-179_740,train,
6169,NDY-179_741,test,0.005599677562713623
6170,NDY-179_742,train,
6171,NDY-179_743,train,
6172,NDY-179_744,train,
6173,NDY-179_745,train,
6174,NDY-179_746,train,
6175,NDY-179_747,train,
6176,NDY-179_748,train,
6177,NDY-179_749,train,
6178,NDY-179_750,train,
6179,NDY-179_751,train,
6180,NDY-179_752,train,
6181,NDY-179_753,train,
6182,NDY-179_754,train,
6183,NDY-179_755,train,
6184,NDY-179_756,train,
6185,NDY-179_757,train,
6186,NDY-179_758,train,
6187,NDY-179_759,test,0.0011023283004760742
6188,NDY-179_760,train,
6189,NDY-179_761,train,
6190,NDY-179_762,train,
6191,NDY-179_763,train,
6192,NDY-179_764,train,
6193,NDY-179_765,test,0.029284954071044922
6194,NDY-179_766,train,
6195,NDY-179_767,train,
6196,NDY-179_768,train,
6197,NDY-179_769,test,0.0006842613220214844
6198,NDY-179_770,train,
6199,NDY-179_771,train,
6200,NDY-179_772,train,
6201,NDY-179_773,train,
6202,NDY-179_774,train,
6203,NDY-179_775,train,
6204,NDY-179_776,train,
6205,NDY-179_777,train,
6206,NDY-179_778,train,
6207,NDY-179_779,train,
6208,NDY-179_780,train,
6209,NDY-179_781,train,
6210,NDY-179_782,train,
6211,NDY-179_783,train,
6212,NDY-179_784,train,
6213,NDY-179_785,train,
6214,NDY-179_786,train,
6215,NDY-179_787,train,
6216,NDY-179_788,train,
6217,NDY-179_789,train,
6218,NDY-179_790,train,
6219,NDY-179_791,train,
6220,NDY-179_792,train,
6221,NDY-179_793,train,
6222,NDY-179_794,train,
6223,NDY-179_795,train,
6224,NDY-179_796,test,0.0336226224899292
6225,NDY-179_797,train,
6226,NDY-179_798,train,
6227,NDY-179_799,train,
6228,NDY-179_800,train,
6229,NDY-179_801,train,
6230,NDY-179_802,train,
6231,NDY-179_803,test,0.003408193588256836
6232,NDY-179_804,train,
6233,NDY-179_805,train,
6234,NDY-179_806,train,
6235,NDY-179_807,train,
6236,NDY-179_808,train,
6237,NDY-179_809,test,0.005804717540740967
6238,NDY-179_810,train,
6239,NDY-179_811,train,
6240,NDY-179_812,train,
6241,NDY-179_813,train,
6242,NDY-179_814,train,
6243,NDY-179_815,train,
6244,NDY-179_816,train,
6245,NDY-179_817,test,0.029284954071044922
6246,NDY-179_818,train,
6247,NDY-179_819,train,
6248,NDY-179_820,train,
6249,NDY-179_821,train,
6250,NDY-179_822,train,
6251,NDY-179_823,train,
6252,NDY-179_824,test,0.006132304668426514
6253,NDY-179_825,train,
6254,NDY-179_826,train,
6255,NDY-179_827,train,
6256,NDY-179_828,train,
6257,NDY-179_829,train,
6258,NDY-179_830,train,
6259,NDY-179_831,train,
6260,NDY-179_832,train,
6261,NDY-179_833,train,
6262,NDY-179_834,test,0.0009586215019226074
6263,NDY-179_835,test,0.9892078042030334
6264,NDY-179_836,train,
6265,NDY-179_837,train,
6266,NDY-179_838,train,
6267,NDY-179_839,train,
6268,NDY-179_840,train,
6269,NDY-179_841,train,
6270,NDY-179_842,train,
6271,NDY-179_843,test,0.0010235309600830078
6272,NDY-179_844,train,
6273,NDY-179_845,train,
6274,NDY-179_846,train,
6275,NDY-179_847,train,
6276,NDY-179_848,train,
6277,NDY-179_849,train,
6278,NDY-179_850,train,
6279,NDY-179_851,train,
6280,NDY-179_852,train,
6281,NDY-179_853,train,
6282,NDY-179_854,train,
6283,NDY-179_855,train,
6284,NDY-179_856,train,
6285,NDY-179_857,train,
6286,NDY-179_858,train,
6287,NDY-179_859,train,
6288,NDY-179_860,train,
6289,NDY-179_861,train,
6290,NDY-179_862,train,
6291,NDY-179_863,train,
6292,NDY-179_864,train,
6293,NDY-179_865,train,
6294,NDY-179_866,train,
6295,NDY-179_867,train,
6296,NDY-179_868,train,
6297,NDY-179_869,train,
6298,NDY-179_870,train,
6299,NDY-179_871,train,
6300,NDY-179_872,train,
6301,NDY-179_873,train,
6302,NDY-179_874,train,
6303,NDY-179_875,train,
6304,NDY-179_876,train,
6305,NDY-179_877,train,
6306,NDY-179_878,train,
6307,NDY-179_879,train,
6308,NDY-179_880,train,
6309,NDY-179_881,train,
6310,NDY-179_882,train,
6311,NDY-179_883,train,
6312,NDY-179_884,train,
6313,NDY-179_885,train,
6314,NDY-179_886,train,
6315,NDY-179_887,test,0.061721861362457275
6316,NDY-179_888,train,
6317,NDY-179_889,train,
6318,NDY-179_890,train,
6319,NDY-179_891,test,0.0025944113731384277
6320,NDY-179_892,train,
6321,NDY-179_893,train,
6322,NDY-179_894,train,
6323,NDY-179_895,train,
6324,NDY-179_896,test,0.005974411964416504
6325,NDY-179_897,train,
6326,NDY-179_898,train,
6327,NDY-179_899,train,
6328,NDY-179_900,train,
6329,NDY-179_901,train,
6330,NDY-179_902,train,
6331,NDY-179_903,train,
6332,NDY-179_904,train,
6333,NDY-179_905,train,
6334,NDY-179_906,train,
6335,NDY-179_907,train,
6336,NDY-179_908,train,
6337,NDY-179_909,train,
6338,NDY-179_910,train,
6339,NDY-179_911,train,
6340,NDY-179_912,train,
6341,NDY-179_913,train,
6342,NDY-179_914,train,
6343,NDY-179_915,train,
6344,NDY-179_916,train,
6345,NDY-179_917,train,
6346,NDY-179_918,train,
6347,NDY-179_919,train,
6348,NDY-179_920,train,
6349,NDY-179_921,train,
6350,NDY-179_922,test,0.0030784010887145996
6351,NDY-179_923,train,
6352,NDY-179_924,train,
6353,NDY-179_925,train,
6354,NDY-179_926,test,0.0007702112197875977
6355,NDY-179_927,train,
6356,NDY-179_928,train,
6357,NDY-179_929,train,
6358,NDY-179_930,train,
6359,NDY-179_931,train,
6360,NDY-179_932,train,
6361,NDY-179_933,test,0.011906683444976807
6362,NDY-179_934,train,
6363,NDY-179_935,train,
6364,NDY-179_936,train,
6365,NDY-179_937,train,
6366,NDY-179_938,test,0.33277416229248047
6367,NDY-179_939,test,0.9920569062232971
6368,NDY-179_940,train,
6369,NDY-179_941,train,
6370,NDY-179_942,train,
6371,NDY-179_943,train,
6372,NDY-179_944,train,
6373,NDY-179_945,train,
6374,NDY-179_946,train,
6375,NDY-179_947,train,
6376,NDY-179_948,train,
6377,NDY-179_949,train,
6378,NDY-179_950,train,
6379,NDY-179_951,train,
6380,NDY-179_952,train,
6381,NDY-179_953,train,
6382,NDY-179_954,train,
6383,NDY-179_955,train,
6384,NDY-179_956,train,
6385,NDY-179_957,train,
6386,NDY-179_958,train,
6387,NDY-179_959,train,
6388,NDY-179_960,test,0.017567932605743408
6389,NDY-179_961,train,
6390,NDY-179_962,train,
6391,NDY-179_963,train,
6392,NDY-179_964,test,0.26629066467285156
6393,NDY-179_965,train,
6394,NDY-179_966,train,
6395,NDY-179_967,train,
6396,NDY-179_968,train,
6397,NDY-179_969,train,
6398,NDY-179_970,train,
6399,NDY-179_971,train,
6400,NDY-179_972,train,
6401,NDY-179_973,test,0.03841489553451538
6402,NDY-179_974,train,
6403,NDY-179_975,train,
6404,NDY-179_976,train,
6405,NDY-179_977,train,
6406,NDY-179_978,train,
6407,NDY-179_979,train,
6408,NDY-179_980,train,
6409,NDY-179_981,train,
6410,NDY-179_982,train,
6411,NDY-179_983,train,
6412,NDY-179_984,train,
6413,NDY-179_985,train,
6414,NDY-179_986,train,
6415,NDY-179_987,train,
6416,NDY-179_988,train,
6417,NDY-179_989,train,
6418,NDY-179_990,train,
6419,NDY-179_991,train,
6420,NDY-179_992,train,
6421,NDY-179_993,train,
6422,NDY-179_994,train,
6423,NDY-179_995,train,
6424,NDY-179_996,test,0.9777210354804993
6425,NDY-179_997,train,
6426,NDY-179_998,test,0.03703582286834717
6427,NDY-179_999,test,0.012823522090911865
6428,NDY-179_1000,train,
6429,NDY-179_1001,train,
6430,NDY-179_1002,train,
6431,NDY-179_1003,train,
6432,NDY-179_1004,test,0.9908702969551086
6433,NDY-179_1005,train,
6434,NDY-179_1006,train,
6435,NDY-179_1007,train,
6436,NDY-179_1008,train,
6437,NDY-179_1009,train,
6438,NDY-179_1010,train,
6439,NDY-179_1011,train,
6440,NDY-179_1012,train,
6441,NDY-179_1013,train,
6442,NDY-179_1014,test,0.9855918884277344
6443,NDY-179_1015,train,
6444,NDY-179_1016,train,
6445,NDY-179_1017,train,
6446,NDY-179_1018,train,
6447,NDY-179_1019,train,
6448,NDY-179_1020,train,
6449,NDY-179_1021,train,
6450,NDY-179_1022,train,
6451,NDY-179_1023,train,
6452,NDY-179_1024,train,
6453,NDY-179_1025,train,
6454,NDY-179_1026,train,
6455,NDY-179_1027,train,
6456,NDY-179_1028,train,
6457,NDY-179_1029,train,
6458,NDY-179_1030,train,
6459,NDY-179_1031,train,
6460,NDY-179_1032,train,
6461,NDY-179_1033,train,
6462,NDY-179_1034,train,
6463,NDY-179_1035,train,
6464,NDY-179_1036,train,
6465,NDY-179_1037,train,
6466,NDY-179_1038,train,
6467,NDY-179_1039,train,
6468,NDY-179_1040,train,
6469,NDY-179_1041,train,
6470,NDY-179_1042,train,
6471,NDY-179_1043,train,
6472,NDY-179_1044,train,
6473,NDY-179_1045,train,
6474,NDY-179_1046,train,
6475,NDY-179_1047,train,
6476,NDY-179_1048,train,
6477,NDY-179_1049,train,
6478,NDY-179_1050,train,
6479,NDY-179_1051,train,
6480,NDY-179_1052,test,0.0376509428024292
6481,NDY-179_1053,train,
6482,NDY-179_1054,train,
6483,NDY-179_1055,train,
6484,NDY-179_1056,train,
6485,NDY-179_1057,train,
6486,NDY-179_1058,train,
6487,NDY-179_1059,train,
6488,NDY-179_1060,train,
6489,NDY-179_1061,train,
6490,NDY-179_1062,train,
6491,NDY-179_1063,train,
6492,NDY-179_1064,train,
6493,NDY-179_1065,test,0.01388615369796753
6494,NDY-179_1066,test,0.027191102504730225
6495,NDY-179_1067,train,
6496,NDY-179_1068,test,0.002293109893798828
6497,NDY-179_1069,train,
6498,NDY-179_1070,train,
6499,NDY-179_1071,train,
6500,NDY-179_1072,train,
6501,NDY-179_1073,train,
6502,NDY-179_1074,train,
6503,NDY-179_1075,train,
6504,NDY-179_1076,train,
6505,NDY-179_1077,train,
6506,NDY-179_1078,train,
6507,NDY-179_1079,train,
6508,NDY-179_1080,train,
6509,NDY-179_1081,train,
6510,NDY-179_1082,train,
6511,NDY-179_1083,train,
6512,NDY-179_1084,train,
6513,NDY-179_1085,train,
6514,NDY-179_1086,train,
6515,NDY-179_1087,train,
6516,NDY-179_1088,train,
6517,NDY-179_1089,train,
6518,NDY-179_1090,train,
6519,NDY-179_1091,train,
6520,NDY-179_1092,train,
6521,NDY-179_1093,train,
6522,NDY-179_1094,train,
6523,NDY-179_1095,train,
6524,NDY-179_1096,train,
6525,NDY-179_1097,train,
6526,NDY-179_1098,train,
6527,NDY-179_1099,train,
6528,NDY-179_1100,test,0.004405200481414795
6529,NDY-179_1101,test,0.01220405101776123
6530,NDY-179_1102,train,
6531,NDY-179_1103,train,
6532,NDY-179_1104,train,
6533,NDY-179_1105,train,
6534,NDY-179_1106,train,
6535,NDY-179_1107,test,0.9851697087287903
6536,NDY-179_1108,train,
6537,NDY-179_1109,train,
6538,NDY-179_1110,train,
6539,NDY-179_1111,train,
6540,NDY-179_1112,train,
6541,NDY-179_1113,train,
6542,NDY-179_1114,train,
6543,NDY-179_1115,train,
6544,NDY-179_1116,train,
6545,NDY-179_1117,train,
6546,NDY-179_1118,train,
6547,NDY-179_1119,train,
6548,NDY-179_1120,train,
6549,NDY-179_1121,train,
6550,NDY-179_1122,train,
6551,NDY-179_1123,train,
6552,NDY-179_1124,train,
6553,NDY-179_1125,train,
6554,NDY-179_1126,train,
6555,NDY-179_1127,train,
6556,NDY-179_1128,test,0.007286012172698975
6557,NDY-179_1129,train,
6558,NDY-179_1130,train,
6559,NDY-179_1131,train,
6560,NDY-179_1132,train,
6561,NDY-179_1133,train,
6562,NDY-179_1134,train,
6563,NDY-179_1135,train,
6564,NDY-179_1136,train,
6565,NDY-179_1137,train,
6566,NDY-179_1138,train,
6567,NDY-179_1139,train,
6568,NDY-179_1140,train,
6569,NDY-179_1141,train,
6570,NDY-179_1142,train,
6571,NDY-179_1143,train,
6572,NDY-179_1144,train,
6573,NDY-179_1145,train,
6574,NDY-179_1146,train,
6575,NDY-179_1147,train,
6576,NDY-179_1148,test,0.0016081929206848145
6577,NDY-179_1149,train,
6578,NDY-179_1150,train,
6579,NDY-179_1151,train,
6580,NDY-179_1152,test,0.009811699390411377
6581,NDY-179_1153,train,
6582,NDY-179_1154,train,
6583,NDY-179_1155,train,
6584,NDY-179_1156,train,
6585,NDY-179_1157,test,0.1288735270500183
6586,NDY-179_1158,train,
6587,NDY-179_1159,train,
6588,NDY-179_1160,train,
6589,NDY-179_1161,train,
6590,NDY-179_1162,train,
6591,NDY-179_1163,train,
6592,NDY-179_1164,test,0.009009242057800293
6593,NDY-179_1165,test,0.012857139110565186
6594,NDY-179_1166,train,
6595,NDY-179_1167,train,
6596,NDY-179_1168,train,
6597,NDY-179_1169,train,
6598,NDY-179_1170,train,
6599,NDY-179_1171,train,
6600,NDY-179_1172,train,
6601,NDY-179_1173,train,
6602,NDY-179_1174,train,
6603,NDY-179_1175,train,
6604,NDY-179_1176,test,0.991884708404541
6605,NDY-179_1177,train,
6606,NDY-179_1178,train,
6607,NDY-179_1179,train,
6608,NDY-179_1180,train,
6609,NDY-179_1181,train,
6610,NDY-179_1182,train,
6611,NDY-179_1183,train,
6612,NDY-179_1184,test,0.0005997419357299805
6613,NDY-179_1185,train,
6614,NDY-179_1186,train,
6615,NDY-179_1187,train,
6616,NDY-179_1188,train,
6617,NDY-179_1189,train,
6618,NDY-179_1190,train,
6619,NDY-179_1191,train,
6620,NDY-179_1192,test,0.004303574562072754
6621,NDY-179_1193,train,
6622,NDY-179_1194,train,
6623,NDY-179_1195,train,
6624,NDY-179_1196,train,
6625,NDY-179_1197,train,
6626,NDY-179_1198,test,0.0009253025054931641
6627,NDY-179_1199,train,
6628,NDY-179_1200,train,
6629,NDY-179_1201,train,
6630,NDY-179_1202,train,
6631,NDY-179_1203,test,0.9923834204673767
6632,NDY-179_1204,train,
6633,NDY-179_1205,test,0.0019774436950683594
6634,NDY-179_1206,train,
6635,NDY-179_1207,train,
6636,NDY-179_1208,train,
6637,NDY-179_1209,train,
6638,NDY-179_1210,train,
6639,NDY-179_1211,train,
6640,NDY-179_1212,train,
6641,NDY-179_1213,train,
6642,NDY-179_1214,train,
6643,NDY-179_1215,train,
6644,NDY-179_1216,train,
6645,NDY-179_1217,train,
6646,NDY-179_1218,test,0.002033054828643799
6647,NDY-179_1219,train,
6648,NDY-179_1220,train,
6649,NDY-179_1221,train,
6650,NDY-179_1222,test,0.009930431842803955
6651,NDY-179_1223,train,
6652,NDY-179_1224,train,
6653,NDY-179_1225,train,
6654,NDY-179_1226,train,
6655,NDY-179_1227,train,
6656,NDY-179_1228,train,
6657,NDY-179_1229,test,0.9916139841079712
6658,NDY-179_1230,train,
6659,NDY-179_1231,train,
6660,NDY-179_1232,train,
6661,NDY-179_1233,train,
6662,NDY-179_1234,test,0.0036339759826660156
6663,NDY-179_1235,test,0.002271711826324463
6664,NDY-179_1236,train,
6665,NDY-179_1237,train,
6666,NDY-179_1238,train,
6667,NDY-179_1239,train,
6668,NDY-179_1240,train,
6669,NDY-179_1241,train,
6670,NDY-179_1242,train,
6671,NDY-179_1243,train,
6672,NDY-179_1244,train,
6673,NDY-179_1245,train,
6674,NDY-179_1246,train,
6675,NDY-179_1247,train,
6676,NDY-179_1248,train,
6677,NDY-179_1249,train,
6678,NDY-179_1250,train,
6679,NDY-179_1251,test,0.004216790199279785
6680,NDY-179_1252,train,
6681,NDY-179_1253,train,
6682,NDY-179_1254,train,
6683,NDY-179_1255,train,
6684,NDY-179_1256,train,
6685,NDY-179_1257,train,
6686,NDY-179_1258,train,
6687,NDY-179_1259,train,
6688,NDY-179_1260,train,
6689,NDY-179_1261,test,0.009782373905181885
6690,NDY-179_1262,train,
6691,NDY-179_1263,train,
6692,NDY-179_1264,train,
6693,NDY-179_1265,train,
6694,NDY-179_1266,train,
6695,NDY-179_1267,train,
6696,NDY-179_1268,train,
6697,NDY-179_1269,train,
6698,NDY-179_1270,train,
6699,NDY-179_1271,train,
6700,NDY-179_1272,train,
6701,NDY-179_1273,train,
6702,NDY-179_1274,train,
6703,NDY-179_1275,train,
6704,NDY-179_1276,train,
6705,NDY-179_1277,train,
6706,NDY-179_1278,train,
6707,NDY-179_1279,train,
6708,NDY-179_1280,train,
6709,NDY-179_1281,train,
6710,NDY-179_1282,train,
6711,NDY-179_1283,train,
6712,NDY-179_1284,train,
6713,NDY-179_1285,train,
6714,NDY-179_1286,train,
6715,NDY-179_1287,test,0.01724916696548462
6716,NDY-179_1288,train,
6717,NDY-179_1289,train,
6718,NDY-179_1290,train,
6719,NDY-179_1291,train,
6720,NDY-179_1292,train,
6721,NDY-179_1293,train,
6722,NDY-179_1294,train,
6723,NDY-179_1295,train,
6724,NDY-179_1296,train,
6725,NDY-179_1297,test,0.017092525959014893
6726,NDY-179_1298,train,
6727,NDY-179_1299,train,
6728,NDY-179_1300,train,
6729,NDY-179_1301,train,
6730,NDY-179_1302,train,
6731,NDY-179_1303,train,
6732,NDY-179_1304,train,
6733,NDY-179_1305,train,
6734,NDY-179_1306,train,
6735,NDY-179_1307,train,
6736,NDY-179_1308,train,
6737,NDY-179_1309,train,
6738,NDY-179_1310,train,
6739,NDY-179_1311,train,
6740,NDY-179_1312,train,
6741,NDY-179_1313,train,
6742,NDY-179_1314,train,
6743,NDY-179_1315,train,
6744,NDY-179_1316,train,
6745,NDY-179_1317,train,
6746,NDY-179_1318,test,0.05650961399078369
6747,NDY-179_1319,test,0.9353591799736023
6748,NDY-179_1320,train,
6749,NDY-179_1321,train,
6750,NDY-179_1322,train,
6751,NDY-179_1323,train,
6752,NDY-179_1324,train,
6753,NDY-179_1325,train,
6754,NDY-179_1326,train,
6755,NDY-179_1327,train,
6756,NDY-179_1328,test,0.004563033580780029
6757,NDY-179_1329,train,
6758,NDY-179_1330,train,
6759,NDY-179_1331,train,
6760,NDY-179_1332,test,0.12353754043579102
6761,NDY-179_1333,train,
6762,NDY-179_1334,train,
6763,NDY-179_1335,train,
6764,NDY-179_1336,train,
6765,NDY-179_1337,train,
6766,NDY-179_1338,train,
6767,NDY-179_1339,train,
6768,NDY-179_1340,train,
6769,NDY-179_1341,test,0.0025844573974609375
6770,NDY-179_1342,train,
6771,NDY-179_1343,train,
6772,NDY-179_1344,train,
6773,NDY-179_1345,train,
6774,NDY-179_1346,train,
6775,NDY-179_1347,train,
6776,NDY-179_1348,train,
6777,NDY-179_1349,train,
6778,NDY-179_1350,test,0.011125445365905762
6779,NDY-179_1351,train,
6780,NDY-179_1352,train,
6781,NDY-179_1353,train,
6782,NDY-179_1354,train,
6783,NDY-179_1355,train,
6784,NDY-179_1356,train,
6785,NDY-179_1357,train,
6786,NDY-179_1358,train,
6787,NDY-179_1359,train,
6788,NDY-179_1360,train,
6789,NDY-179_1361,train,
6790,NDY-179_1362,train,
6791,NDY-179_1363,train,
6792,NDY-179_1364,train,
6793,NDY-179_1365,train,
6794,NDY-179_1366,train,
6795,NDY-179_1367,train,
6796,NDY-179_1368,train,
6797,NDY-179_1369,train,
6798,NDY-179_1370,train,
6799,NDY-179_1371,train,
6800,NDY-179_1372,train,
6801,NDY-179_1373,train,
6802,NDY-179_1374,train,
6803,NDY-179_1375,test,0.0024207234382629395
6804,NDY-179_1376,train,
6805,NDY-179_1377,train,
6806,NDY-179_1378,train,
6807,NDY-179_1379,train,
6808,NDY-179_1380,test,0.014906525611877441
6809,NDY-179_1381,train,
6810,NDY-179_1382,train,
6811,NDY-179_1383,train,
6812,NDY-179_1384,train,
6813,NDY-179_1385,test,0.006691694259643555
6814,NDY-179_1386,test,0.003939568996429443
6815,NDY-179_1387,train,
6816,NDY-179_1388,train,
6817,NDY-179_1389,train,
6818,NDY-179_1390,train,
6819,NDY-179_1391,train,
6820,NDY-179_1392,train,
6821,NDY-179_1393,test,0.9878219962120056
6822,NDY-179_1394,train,
6823,NDY-179_1395,train,
6824,NDY-179_1396,train,
6825,NDY-179_1397,train,
6826,NDY-179_1398,train,
6827,NDY-179_1399,train,
6828,NDY-179_1400,train,
6829,NDY-179_1401,train,
6830,NDY-179_1402,train,
6831,NDY-179_1403,train,
6832,NDY-179_1404,test,0.9907813668251038
6833,NDY-179_1405,train,
6834,NDY-179_1406,train,
6835,NDY-179_1407,train,
6836,NDY-179_1408,train,
6837,NDY-179_1409,train,
6838,NDY-179_1410,train,
6839,NDY-179_1411,test,0.9916173815727234
6840,NDY-179_1412,train,
6841,NDY-179_1413,train,
6842,NDY-179_1414,train,
6843,NDY-179_1415,train,
6844,NDY-179_1416,train,
6845,NDY-179_1417,train,
6846,NDY-179_1418,train,
6847,NDY-179_1419,train,
6848,NDY-179_1420,test,0.8097949028015137
6849,NDY-179_1421,train,
6850,NDY-179_1422,train,
6851,NDY-179_1423,train,
6852,NDY-179_1424,train,
6853,NDY-179_1425,train,
6854,NDY-179_1426,train,
6855,NDY-179_1427,train,
6856,NDY-179_1428,train,
6857,NDY-179_1429,train,
6858,NDY-179_1430,train,
6859,NDY-179_1431,train,
6860,NDY-179_1432,test,0.0028740763664245605
6861,NDY-179_1433,train,
6862,NDY-179_1434,train,
6863,NDY-179_1435,test,0.035473644733428955
6864,NDY-179_1436,train,
6865,NDY-179_1437,train,
6866,NDY-179_1438,train,
6867,NDY-179_1439,train,
6868,NDY-179_1440,test,0.9917511343955994
6869,NDY-179_1441,train,
6870,NDY-179_1442,test,0.015316903591156006
6871,NDY-179_1443,train,
6872,NDY-179_1444,train,
6873,NDY-179_1445,train,
6874,NDY-179_1446,train,
6875,NDY-179_1447,train,
6876,NDY-179_1448,train,
6877,NDY-179_1449,train,
6878,NDY-179_1450,train,
6879,NDY-179_1451,test,0.200947105884552
6880,NDY-179_1452,train,
6881,NDY-179_1453,train,
6882,NDY-179_1454,train,
6883,NDY-179_1455,train,
6884,NDY-179_1456,train,
6885,NDY-179_1457,train,
6886,NDY-179_1458,train,
6887,NDY-179_1459,test,0.017860352993011475
6888,NDY-179_1460,test,0.986635148525238
6889,NDY-179_1461,train,
6890,NDY-179_1462,train,
6891,NDY-179_1463,train,
6892,NDY-179_1464,test,0.003733336925506592
6893,NDY-179_1465,train,
6894,NDY-179_1466,train,
6895,NDY-179_1467,train,
6896,NDY-179_1468,train,
6897,NDY-179_1469,test,0.013111233711242676
6898,NDY-179_1470,train,
6899,NDY-179_1471,test,0.007668018341064453
6900,NDY-179_1472,train,
6901,NDY-179_1473,train,
6902,NDY-179_1474,train,
6903,NDY-179_1475,train,
6904,NDY-179_1476,train,
6905,NDY-179_1477,train,
6906,NDY-179_1478,train,
6907,NDY-179_1479,train,
6908,NDY-179_1480,train,
6909,NDY-179_1481,train,
6910,NDY-179_1482,train,
6911,NDY-179_1483,train,
6912,NDY-179_1484,test,0.008429408073425293
6913,NDY-179_1485,train,
6914,NDY-179_1486,test,0.017436861991882324
6915,NDY-179_1487,train,
6916,NDY-179_1488,train,
6917,NDY-179_1489,train,
6918,NDY-179_1490,train,
6919,NDY-179_1491,train,
6920,NDY-179_1492,train,
6921,NDY-179_1493,train,
6922,NDY-179_1494,train,
6923,NDY-179_1495,train,
6924,NDY-179_1496,train,
6925,NDY-179_1497,train,
6926,NDY-179_1498,test,0.013040482997894287
6927,NDY-179_1499,train,
6928,NDY-179_1500,train,
6929,NDY-179_1501,train,
6930,NDY-179_1502,train,
6931,NDY-179_1503,train,
6932,NDY-179_1504,train,
6933,NDY-179_1505,test,0.0027184486389160156
6934,NDY-179_1506,train,
6935,NDY-179_1507,train,
6936,NDY-179_1508,train,
6937,NDY-179_1509,train,
6938,NDY-179_1510,train,
6939,NDY-179_1511,train,
6940,NDY-179_1512,train,
6941,NDY-179_1513,train,
6942,NDY-179_1514,train,
6943,NDY-179_1515,train,
6944,NDY-179_1516,train,
6945,NDY-179_1517,train,
6946,NDY-179_1518,train,
6947,NDY-179_1519,train,
6948,NDY-179_1520,test,0.0033959150314331055
6949,NDY-179_1521,train,
6950,NDY-179_1522,train,
6951,NDY-179_1523,train,
6952,NDY-179_1524,train,
6953,NDY-179_1525,train,
6954,NDY-179_1526,train,
6955,NDY-179_1527,train,
6956,NDY-179_1528,test,0.0011341571807861328
6957,NDY-179_1529,train,
6958,NDY-179_1530,train,
6959,NDY-179_1531,train,
6960,NDY-179_1532,train,
6961,NDY-179_1533,train,
6962,NDY-179_1534,train,
6963,NDY-179_1535,train,
6964,NDY-179_1536,train,
6965,NDY-179_1537,train,
6966,NDY-179_1538,train,
6967,NDY-179_1539,train,
6968,NDY-179_1540,train,
6969,NDY-179_1541,train,
6970,NDY-179_1542,train,
6971,NDY-179_1543,train,
6972,NDY-179_1544,train,
6973,NDY-179_1545,train,
6974,NDY-179_1546,train,
6975,NDY-179_1547,train,
6976,NDY-179_1548,train,
6977,NDY-179_1549,train,
6978,NDY-179_1550,test,0.0029731392860412598
6979,NDY-179_1551,train,
6980,NDY-179_1552,train,
6981,NDY-179_1553,train,
6982,NDY-179_1554,train,
6983,NDY-179_1555,train,
6984,NDY-179_1556,train,
6985,NDY-179_1557,train,
6986,NDY-179_1558,train,
6987,NDY-179_1559,train,
6988,NDY-179_1560,train,
6989,NDY-179_1561,train,
