document,comment_id,type,start,end,comment,flausch,translated,id
NDY-003,325,encouragement,67,113,"Toll Boys ! Es happert noch ein wenig an der Stimme , sonnst Top ! Keine Angst , ihr blamiert euch sicher nicht !",yes,"Great boys! There's still a little bit of the voice, some top! Don't worry, you sure don't embarrass yourself!",NDY-003_325
NDY-003,327,compliment,0,22,ihr singt eig ganz gut aber der titel passt nicht zu euch,yes,you sing pretty well but the title doesn't suit you,NDY-003_327
NDY-003,328,positive feedback,0,8,cool !!!,yes,cool !!!,NDY-003_328
NDY-003,329,affection declaration,8,39,sachmal der eine ist voll süß der singt : also leg noch mal ne platte auf und überlass dich mir,yes,the one is sweet and the one sings: so put on another record and let me handle it.,NDY-003_329
NDY-003,330,positive feedback,0,37,"Das ist echt toll , ich liebe es . ^^",yes,"That's really great, I love it. ^^",NDY-003_330
NDY-003,332,positive feedback,0,14,"ich finds cool , und hater . maul !",yes,"I find cool, and hater. Maul!",NDY-003_332
NDY-003,335,affection declaration,0,10,hotties :D,yes,Hotties :D,NDY-003_335
NDY-003,340,implicit,0,58,"Also für die Jungs kann manch einer hier sehr dankbar sein , die haben es in gewissen Punkten zwar nicht richtig übersetzt da darin Slang vorhanden ist aber das ist in diesem sinnen immer noch richtig . Nun die Andren was hier meinen es wirklich besser zu können auf die Videos freu ich mich sehr . good luck",yes,"So for the guys some can be very grateful, they have it in certain points not properly translated because there is slang in it but that is still right in this mind. Now the Andren what here mean it really better to be able to look forward to the videos very much. good luck",NDY-003_340
NDY-003,346,implicit,0,61,womit blamiren sie dich den bitte ? stimmt ja mal gar nicht !,yes,What are they blaming you for? Isn't that right?,NDY-003_346
NDY-003,347,compliment,0,19,"super gemscht jungs , , tolles video weiter so",yes,"super cuddly boys , great video continue like this",NDY-003_347
NDY-003,347,positive feedback,24,36,"super gemscht jungs , , tolles video weiter so",yes,"super cuddly boys , great video continue like this",NDY-003_347
NDY-003,347,encouragement,37,46,"super gemscht jungs , , tolles video weiter so",yes,"super cuddly boys , great video continue like this",NDY-003_347
NDY-003,348,positive feedback,0,31,Soooooooooooooooooo cool * __ *,yes,Sooooooooooooooooooo cool * __ *,NDY-003_348
NDY-003,352,affection declaration,51,86,Ich weiss gar nit warum manche so aggresive sind . die 2 Twins sind doch voll süss ;-) Huggs Nathan,yes,I know even nit why some are so aggresive. the 2 twins are full sweet ;-) Huggs Nathan,NDY-003_352
NDY-003,352,positive feedback,87,92,Ich weiss gar nit warum manche so aggresive sind . die 2 Twins sind doch voll süss ;-) Huggs Nathan,yes,I know even nit why some are so aggresive. the 2 twins are full sweet ;-) Huggs Nathan,NDY-003_352
NDY-003,353,compliment,32,71,"also egal was ihr alle sagt das was die zwei bringen ist nicht schlecht , das krazen liegt an einer älteren technik und ihr wo hier so nörgeln müßt euch das erst mal trauen",yes,"so no matter what you all say what the two bring is not bad, the scratching is due to an older technique and you where here so nagging must trust you first",NDY-003_353
NDY-003,354,affection declaration,0,24,"die sind echt knuffig ^^ respekt sich so zu präsentieren . ein wenig Talentfrei , aber ich schau ihnen gerne zu . also bei DSDS hättens no Chance . aber tip . bewerbt euch doch bei Supertalent . babes , ihr habt Fans",yes,"they are really cuddly ^^ respect to present themselves like this. a little talent free, but I'd like to watch them. so at DSDS would have no chance. but tip. compete at Supertalent. babes, you have fans",NDY-003_354
NDY-003,354,compliment,25,56,"die sind echt knuffig ^^ respekt sich so zu präsentieren . ein wenig Talentfrei , aber ich schau ihnen gerne zu . also bei DSDS hättens no Chance . aber tip . bewerbt euch doch bei Supertalent . babes , ihr habt Fans",yes,"they are really cuddly ^^ respect to present themselves like this. a little talent free, but I'd like to watch them. so at DSDS would have no chance. but tip. compete at Supertalent. babes, you have fans",NDY-003_354
NDY-003,354,encouragement,159,192,"die sind echt knuffig ^^ respekt sich so zu präsentieren . ein wenig Talentfrei , aber ich schau ihnen gerne zu . also bei DSDS hättens no Chance . aber tip . bewerbt euch doch bei Supertalent . babes , ihr habt Fans",yes,"they are really cuddly ^^ respect to present themselves like this. a little talent free, but I'd like to watch them. so at DSDS would have no chance. but tip. compete at Supertalent. babes, you have fans",NDY-003_354
NDY-003,354,encouragement,195,216,"die sind echt knuffig ^^ respekt sich so zu präsentieren . ein wenig Talentfrei , aber ich schau ihnen gerne zu . also bei DSDS hättens no Chance . aber tip . bewerbt euch doch bei Supertalent . babes , ihr habt Fans",yes,"they are really cuddly ^^ respect to present themselves like this. a little talent free, but I'd like to watch them. so at DSDS would have no chance. but tip. compete at Supertalent. babes, you have fans",NDY-003_354
NDY-003,355,compliment,15,61,also ich finde respekt überhaupt für die weil sie sich freuen also spart euch die unnötigen kommis denn die trauen sich wennigstens,yes,So I think respect for them at all because they are happy so save you the unnecessary kommis because they dare to come,NDY-003_355
NDY-003,355,compliment,104,131,also ich finde respekt überhaupt für die weil sie sich freuen also spart euch die unnötigen kommis denn die trauen sich wennigstens,yes,So I think respect for them at all because they are happy so save you the unnecessary kommis because they dare to come,NDY-003_355
NDY-003,356,compliment,60,131,"Also es gibt Leute die besser singen , das ist klar :D Aber überhaupt den Mut zu haben hier Videos reinzustellen und alles ( :( Y ) macht weiter so ( :",yes,"So there are people who sing better, that's clear:D But at all have the courage to put in videos here and everything ( :( Y) continues like this:",NDY-003_356
NDY-003,356,encouragement,132,151,"Also es gibt Leute die besser singen , das ist klar :D Aber überhaupt den Mut zu haben hier Videos reinzustellen und alles ( :( Y ) macht weiter so ( :",yes,"So there are people who sing better, that's clear:D But at all have the courage to put in videos here and everything ( :( Y) continues like this:",NDY-003_356
NDY-003,357,ambiguous,0,3,OMG,yes,OMG,NDY-003_357
NDY-003,358,positive feedback,0,13,wie süüüß ( : ihr könnt echt gut singen ;),yes,how sweet ( : you can sing really well ;),NDY-003_358
NDY-003,358,compliment,14,42,wie süüüß ( : ihr könnt echt gut singen ;),yes,how sweet ( : you can sing really well ;),NDY-003_358
NDY-003,359,compliment,0,29,Die können echt gut singen ;D,yes,They can sing really well ;D,NDY-003_359
NDY-003,360,positive feedback,0,6,süß :),yes,sweet :),NDY-003_360
NDY-003,364,compliment,142,157,"Mensch , jetzt lasst sie halt mal in ruhe ... xD The main thing is you have fun ! :) Und den haben die Zwei auf jeden Fall . :) Roman Heiko ! Ihr habts drauf . LIKE !",yes,"Man, now let them just rest ... xD The main thing is you have fun ! :) And the two definitely have that. :) Roman Heiko ! You got it. LIKE !",NDY-003_364
NDY-003,364,positive feedback,160,166,"Mensch , jetzt lasst sie halt mal in ruhe ... xD The main thing is you have fun ! :) Und den haben die Zwei auf jeden Fall . :) Roman Heiko ! Ihr habts drauf . LIKE !",yes,"Man, now let them just rest ... xD The main thing is you have fun ! :) And the two definitely have that. :) Roman Heiko ! You got it. LIKE !",NDY-003_364
NDY-003,372,affection declaration,0,37,roman is soooooooooooooooooooooo heiß,yes,roman is soooooooooooooooooooooooo hot,NDY-003_372
NDY-003,373,positive feedback,0,7,geil :D,yes,Horny :D,NDY-003_373
NDY-003,374,positive feedback,20,50,@SaRaHliebtApFeLmUs das ist soooooooooooooooo geil,yes,@SaRaHliebtApFeLmUs that's sooooooooooooooooo hot,NDY-003_374
NDY-003,376,affection declaration,0,34,Ich finde Roman süüüßer * ______ *,yes,I find Roman sweeter * ______ *,NDY-003_376
NDY-003,377,compliment,0,49,Echt gut Übersetzt und in eine Melodie verpackt !,yes,Really well translated and packed into a melody!,NDY-003_377
NDY-003,380,positive feedback,0,10,voll gut ♥,yes,full good ♥,NDY-003_380
NDY-003,382,compliment,0,41,wow respekt ihr könnt das voll gut singen,yes,wow respect you can sing that very well,NDY-003_382
NDY-003,383,positive feedback,22,66,"Sry tut mir echt leid ich findsa auch gut das ihr das gemacht habt , aber ihr könnt so leid es mir tu nicht singen : | aber des lied ist gut 3",yes,"Sry I'm really sorry I findsa also good that you did that, but you can't do it so sorry:",NDY-003_383
NDY-003,383,positive feedback,124,142,"Sry tut mir echt leid ich findsa auch gut das ihr das gemacht habt , aber ihr könnt so leid es mir tu nicht singen : | aber des lied ist gut 3",yes,"Sry I'm really sorry I findsa also good that you did that, but you can't do it so sorry:",NDY-003_383
NDY-003,384,positive feedback,30,49,@TheTongoBongo jetzt mal echt es klingt doch cool oder ? auserdem bist du nicht dieter,yes,@TheTongoBongo now really it sounds cool or ? besides you are not Dieter,NDY-003_384
NDY-003,386,positive feedback,0,19,Echt toller Song :D begaaaaabte Sänger ;D,yes,Really great song :D begaaaaabte singer ;D,NDY-003_386
NDY-003,386,compliment,20,41,Echt toller Song :D begaaaaabte Sänger ;D,yes,Really great song :D begaaaaabte singer ;D,NDY-003_386
NDY-003,387,affection declaration,0,35,Roman du bist heiß !! * O * ♥ ♥ c :,yes,Roman you are hot !! * O * ♥ ♥ c :,NDY-003_387
NDY-003,388,implicit,57,122,@SheldoCoopo Ich weiß nicht was du hast .. Ganz im ernst wenn die beiden eigene texte schreiben würden kämen sie sehr weit ! Versetz dich mal in die Köpfe der 13 - 15 jährigen weibern ! Ich finde ihre stimme geil ! Und sie müssen jah jetzt nicht singen können wie Brunomars oder was weiß ich ! Jeder Mensch kann singen ! Aber nicht jeder hat die perfekte stimme für jedes lied ! ♥,yes,@SheldoCoopo I don't know what you have.. Quite seriously if the two own texts would write they would come very far! Put yourself in the heads of the 13 - 15 year olds whirling! I find their voice horny! And they don't have to be able to sing like Brunomars or what do I know! Everyone can sing! But not everyone has the perfect voice for every song! ♥,NDY-003_388
NDY-003,388,compliment,186,214,@SheldoCoopo Ich weiß nicht was du hast .. Ganz im ernst wenn die beiden eigene texte schreiben würden kämen sie sehr weit ! Versetz dich mal in die Köpfe der 13 - 15 jährigen weibern ! Ich finde ihre stimme geil ! Und sie müssen jah jetzt nicht singen können wie Brunomars oder was weiß ich ! Jeder Mensch kann singen ! Aber nicht jeder hat die perfekte stimme für jedes lied ! ♥,yes,@SheldoCoopo I don't know what you have.. Quite seriously if the two own texts would write they would come very far! Put yourself in the heads of the 13 - 15 year olds whirling! I find their voice horny! And they don't have to be able to sing like Brunomars or what do I know! Everyone can sing! But not everyone has the perfect voice for every song! ♥,NDY-003_388
NDY-003,388,positive feedback,379,380,@SheldoCoopo Ich weiß nicht was du hast .. Ganz im ernst wenn die beiden eigene texte schreiben würden kämen sie sehr weit ! Versetz dich mal in die Köpfe der 13 - 15 jährigen weibern ! Ich finde ihre stimme geil ! Und sie müssen jah jetzt nicht singen können wie Brunomars oder was weiß ich ! Jeder Mensch kann singen ! Aber nicht jeder hat die perfekte stimme für jedes lied ! ♥,yes,@SheldoCoopo I don't know what you have.. Quite seriously if the two own texts would write they would come very far! Put yourself in the heads of the 13 - 15 year olds whirling! I find their voice horny! And they don't have to be able to sing like Brunomars or what do I know! Everyone can sing! But not everyone has the perfect voice for every song! ♥,NDY-003_388
NDY-003,389,compliment,33,79,"Lasst die Hater labern , Jungs ! Respekt , dass ihr euch so etwas traut . ( ( :",yes,"Let the Hater laugh, boys! Respect that you dare such a thing. ( :",NDY-003_389
NDY-003,395,positive feedback,0,27,Mein Lieblings Lied *_* :)),yes,My favorite song *_* :)),NDY-003_395
NDY-003,402,affection declaration,0,15,Is ya süüß ! ;) Ihr seid richtig gut scheißt auf die die sagt dass ihr scheiße ausseht und schlecht seid ! Des sin eeh nur die dies nich besser können ! ;) Respekt Gefällt mir ! ;),yes,Is ya sweet ! ;) You are really good shit on who says that you look like shit and are bad ! The sin eh only those who can not do this better ! ;) Respect like ! ;),NDY-003_402
NDY-003,402,compliment,16,36,Is ya süüß ! ;) Ihr seid richtig gut scheißt auf die die sagt dass ihr scheiße ausseht und schlecht seid ! Des sin eeh nur die dies nich besser können ! ;) Respekt Gefällt mir ! ;),yes,Is ya sweet ! ;) You are really good shit on who says that you look like shit and are bad ! The sin eh only those who can not do this better ! ;) Respect like ! ;),NDY-003_402
NDY-003,402,compliment,156,163,Is ya süüß ! ;) Ihr seid richtig gut scheißt auf die die sagt dass ihr scheiße ausseht und schlecht seid ! Des sin eeh nur die dies nich besser können ! ;) Respekt Gefällt mir ! ;),yes,Is ya sweet ! ;) You are really good shit on who says that you look like shit and are bad ! The sin eh only those who can not do this better ! ;) Respect like ! ;),NDY-003_402
NDY-003,402,positive feedback,164,180,Is ya süüß ! ;) Ihr seid richtig gut scheißt auf die die sagt dass ihr scheiße ausseht und schlecht seid ! Des sin eeh nur die dies nich besser können ! ;) Respekt Gefällt mir ! ;),yes,Is ya sweet ! ;) You are really good shit on who says that you look like shit and are bad ! The sin eh only those who can not do this better ! ;) Respect like ! ;),NDY-003_402
NDY-003,406,compliment,0,47,ohh mein gott der in grau kann ja so gut singen ( heiko auch ) aba er ist iwie besser * _____ *,yes,ohh my god who can sing so well in grey (heiko also ) aba he is better * _____ *,NDY-003_406
NDY-003,406,compliment,50,60,ohh mein gott der in grau kann ja so gut singen ( heiko auch ) aba er ist iwie besser * _____ *,yes,ohh my god who can sing so well in grey (heiko also ) aba he is better * _____ *,NDY-003_406
NDY-003,406,compliment,67,95,ohh mein gott der in grau kann ja so gut singen ( heiko auch ) aba er ist iwie besser * _____ *,yes,ohh my god who can sing so well in grey (heiko also ) aba he is better * _____ *,NDY-003_406
NDY-003,407,compliment,0,35,Ihr Jungs haben es einfach drauf !! Die die ablästern haben einfach keine Ahnung weil sie neidisch sind ... das ist alles ! :) Außerdem seid ihr beide voll süß ! ^^ Besonderes Heiko ! * - *,yes,"You guys just got it!! They just don't know because they're jealous ... that's all! :) Besides, you're both really cute! ^^ Special Heiko! * - *",NDY-003_407
NDY-003,407,affection declaration,127,189,Ihr Jungs haben es einfach drauf !! Die die ablästern haben einfach keine Ahnung weil sie neidisch sind ... das ist alles ! :) Außerdem seid ihr beide voll süß ! ^^ Besonderes Heiko ! * - *,yes,"You guys just got it!! They just don't know because they're jealous ... that's all! :) Besides, you're both really cute! ^^ Special Heiko! * - *",NDY-003_407
NDY-003,410,positive feedback,0,32,ich liebe dieses lied und euch ♥ macht weiter so jungs :),yes,I love this song and you ♥ keep doing so young :),NDY-003_410
NDY-003,410,affection declaration,0,32,ich liebe dieses lied und euch ♥ macht weiter so jungs :),yes,I love this song and you ♥ keep doing so young :),NDY-003_410
NDY-003,410,encouragement,33,57,ich liebe dieses lied und euch ♥ macht weiter so jungs :),yes,I love this song and you ♥ keep doing so young :),NDY-003_410
NDY-003,411,positive feedback,0,13,Ohrwurm * - *,yes,Earworm * - *,NDY-003_411
NDY-003,413,positive feedback,68,95,"Ihr seid nicht die Besten , da gibt es einiges zu verbessern . Aber ich sehe da schon Potenzial und niedlich seht ihr auf jeden Fall auf . Macht weiter so und lasst euch nicht verunsichern . Ihr seid vielleicht nicht perfekt aber gut genug um euch sehen und hören zu lassen . ; 3",yes,"You are not the best, there are some improvements. But I already see potential and cute you definitely see. Keep going and don't let yourself be insecure. You may not be perfect but good enough to let yourself see and hear. ; 3",NDY-003_413
NDY-003,413,affection declaration,100,136,"Ihr seid nicht die Besten , da gibt es einiges zu verbessern . Aber ich sehe da schon Potenzial und niedlich seht ihr auf jeden Fall auf . Macht weiter so und lasst euch nicht verunsichern . Ihr seid vielleicht nicht perfekt aber gut genug um euch sehen und hören zu lassen . ; 3",yes,"You are not the best, there are some improvements. But I already see potential and cute you definitely see. Keep going and don't let yourself be insecure. You may not be perfect but good enough to let yourself see and hear. ; 3",NDY-003_413
NDY-003,413,encouragement,139,188,"Ihr seid nicht die Besten , da gibt es einiges zu verbessern . Aber ich sehe da schon Potenzial und niedlich seht ihr auf jeden Fall auf . Macht weiter so und lasst euch nicht verunsichern . Ihr seid vielleicht nicht perfekt aber gut genug um euch sehen und hören zu lassen . ; 3",yes,"You are not the best, there are some improvements. But I already see potential and cute you definitely see. Keep going and don't let yourself be insecure. You may not be perfect but good enough to let yourself see and hear. ; 3",NDY-003_413
NDY-003,413,compliment,191,279,"Ihr seid nicht die Besten , da gibt es einiges zu verbessern . Aber ich sehe da schon Potenzial und niedlich seht ihr auf jeden Fall auf . Macht weiter so und lasst euch nicht verunsichern . Ihr seid vielleicht nicht perfekt aber gut genug um euch sehen und hören zu lassen . ; 3",yes,"You are not the best, there are some improvements. But I already see potential and cute you definitely see. Keep going and don't let yourself be insecure. You may not be perfect but good enough to let yourself see and hear. ; 3",NDY-003_413
NDY-003,415,positive feedback,0,21,ALso ist ganz gut :DD Ihr seid jetzt nicht die besten sänger aber sonst ist alles gut :DD,yes,ALso is quite good :DD You are not the best singers now but otherwise everything is good :DD,NDY-003_415
NDY-003,415,positive feedback,66,89,ALso ist ganz gut :DD Ihr seid jetzt nicht die besten sänger aber sonst ist alles gut :DD,yes,ALso is quite good :DD You are not the best singers now but otherwise everything is good :DD,NDY-003_415
NDY-003,416,positive feedback,0,1,3,yes,3,NDY-003_416
NDY-003,417,positive feedback,0,3,:DD haha,yes,:DD haha,NDY-003_417
NDY-003,420,positive feedback,0,24,"Richtig geiles Cover ( : Und vielleicht seid ihr nicht die aller besten Sänger , aber ich finde es klingt verdammt gut ( : an alle die , die dumm reden .. macht ihr das doch erstmal besser :D ich wette , ihr abgefuckten Kinder bekommt nicht mal einen graden Ton hin ( ; Erbärmlich , echt erbärmlich !",yes,"Really horny cover (: And maybe you're not the best singers, but I think it sounds damn good (: to all those who talk stupid.. do you do that for the first time better:D I bet, you fucked up kids don't even get a straight tone (; pathetic, really pathetic!",NDY-003_420
NDY-003,420,positive feedback,86,122,"Richtig geiles Cover ( : Und vielleicht seid ihr nicht die aller besten Sänger , aber ich finde es klingt verdammt gut ( : an alle die , die dumm reden .. macht ihr das doch erstmal besser :D ich wette , ihr abgefuckten Kinder bekommt nicht mal einen graden Ton hin ( ; Erbärmlich , echt erbärmlich !",yes,"Really horny cover (: And maybe you're not the best singers, but I think it sounds damn good (: to all those who talk stupid.. do you do that for the first time better:D I bet, you fucked up kids don't even get a straight tone (; pathetic, really pathetic!",NDY-003_420
NDY-003,421,positive feedback,38,86,mal ne Ehrliche kritik von nem jungen bis auf euren dialekt mit SCH finde ich es gut !,yes,I think it's good to have an honest criticism from a boy to your dialekt with SCH!,NDY-003_421
NDY-003,422,positive feedback,13,41,"hey lochis , das gesange etc ist echt gut nur eine kritk hätte ich da : ich weiß es ist sehr schwer aber ihr solltet euch mal den akzent mit den Isch abgewöhnen ^^ aber sonst alles TOP",yes,"hey lochis , the singing etc is really good only a critk I would have there : I know it is very difficult but you should get rid of the accent with the Isch ^^ but otherwise everything TOP",NDY-003_422
NDY-003,422,positive feedback,169,184,"hey lochis , das gesange etc ist echt gut nur eine kritk hätte ich da : ich weiß es ist sehr schwer aber ihr solltet euch mal den akzent mit den Isch abgewöhnen ^^ aber sonst alles TOP",yes,"hey lochis , the singing etc is really good only a critk I would have there : I know it is very difficult but you should get rid of the accent with the Isch ^^ but otherwise everything TOP",NDY-003_422
NDY-003,424,positive feedback,0,32,Mit abstand euer bestes Video :) Der Gesang is zwar nicht perfekt aber schon sehr gut Respekt weiter so :),yes,With abstand your best video :) The singing is not perfect but already very good respect continue like this :),NDY-003_424
NDY-003,424,positive feedback,33,93,Mit abstand euer bestes Video :) Der Gesang is zwar nicht perfekt aber schon sehr gut Respekt weiter so :),yes,With abstand your best video :) The singing is not perfect but already very good respect continue like this :),NDY-003_424
NDY-003,424,encouragement,94,106,Mit abstand euer bestes Video :) Der Gesang is zwar nicht perfekt aber schon sehr gut Respekt weiter so :),yes,With abstand your best video :) The singing is not perfect but already very good respect continue like this :),NDY-003_424
NDY-003,425,positive feedback,0,9,Hamma *_*,yes,Hamma *_*,NDY-003_425
NDY-003,426,positive feedback,0,22,ich finds voll cool :D macht weiter so jungs ;D,yes,I find it cool :D continues so young ;D,NDY-003_426
NDY-003,426,encouragement,23,47,ich finds voll cool :D macht weiter so jungs ;D,yes,I find it cool :D continues so young ;D,NDY-003_426
NDY-003,427,positive feedback,44,68,also singen könnt ihr schon garnicht . aber toll für die übersetzung,yes,so you can't sing at all. but great for the translation,NDY-003_427
NDY-003,428,positive feedback,0,13,voll süß ! ;),yes,fully sweet ! ;),NDY-003_428
NDY-003,430,positive feedback,0,71,"wenn man es sehr oft hört , ist est irgendwie besser als das orginal :D nur die stimmen sieht jetz nicht die besten ;)",yes,"if you hear it very often , est is somehow better than the original :D only the right looks ever not the best ;)",NDY-003_430
NDY-003,431,positive feedback,40,67,ok die besten sänger sind es nicht aber ich findsa trotzdem gut : 9 macht mehr lieder und die hier sagen ihr könnt nicht singen die können es selber net also ... weiter so,yes,ok the best singers are not there but I findsa nevertheless good : 9 makes more songs and those say you can't sing them yourself so ... continue like this,NDY-003_431
NDY-003,431,encouragement,68,85,ok die besten sänger sind es nicht aber ich findsa trotzdem gut : 9 macht mehr lieder und die hier sagen ihr könnt nicht singen die können es selber net also ... weiter so,yes,ok the best singers are not there but I findsa nevertheless good : 9 makes more songs and those say you can't sing them yourself so ... continue like this,NDY-003_431
NDY-003,431,encouragement,162,171,ok die besten sänger sind es nicht aber ich findsa trotzdem gut : 9 macht mehr lieder und die hier sagen ihr könnt nicht singen die können es selber net also ... weiter so,yes,ok the best singers are not there but I findsa nevertheless good : 9 makes more songs and those say you can't sing them yourself so ... continue like this,NDY-003_431
NDY-003,432,compliment,0,7,"respekt wie alt seid ihr 14 , 15 ?",yes,"respect how old are you 14 , 15 ?",NDY-003_432
NDY-003,436,positive feedback,0,10,süß :D ( :,yes,Sweet :D ( :,NDY-003_436
NDY-003,443,positive feedback,0,18,"super lied , , xDD , , also ich würd gern mit euch mal etwas aufnehmen weil ich mir vorstelln kann ein trio mit euch zu bilden",yes,"super song , , xDD , so I'd like to record something with you because I can imagine making a trio with you",NDY-003_443
NDY-003,457,compliment,155,174,@xXpjuumiXx und @LiTiTiL Hört ma auf zu haten . Macht es besser und lasst sie in ruhe ihr werdet nicht gezwungen das video zu sehen also haut einfach ab . Die geben sich mühe und ihr schreibt so ne scheiße .,yes,@xXpjuumiXx and @LiTiTiL Stop having ma. Make it better and leave it in peace you won't be forced to watch the video so just run away. They give themselves trouble and you write so no shit.,NDY-003_457
NDY-003,459,positive feedback,27,45,.. seid ihr behindert ?! - Das ist voll gut !,yes,- Are you disabled?!,NDY-003_459
NDY-003,461,positive feedback,0,42,Gesang ist ganz gut ( hat sich gebessert ) Weiter so wenns euch spass macht ! ( auch wenn das konzept bisschen von alexibexi geklaut ist oder :D ),yes,Singing is quite good ( has improved ) Continue so if you enjoy ! (even if the concept is stolen a bit from alexibexi or :D ),NDY-003_461
NDY-003,461,encouragement,43,77,Gesang ist ganz gut ( hat sich gebessert ) Weiter so wenns euch spass macht ! ( auch wenn das konzept bisschen von alexibexi geklaut ist oder :D ),yes,Singing is quite good ( has improved ) Continue so if you enjoy ! (even if the concept is stolen a bit from alexibexi or :D ),NDY-003_461
NDY-003,467,positive feedback,0,9,Cool . ^^ Klingt am Besten wenn ihr zusammen singt . :D,yes,Cool. ^^ Sounds best when you sing together. :D,NDY-003_467
NDY-003,467,positive feedback,10,55,Cool . ^^ Klingt am Besten wenn ihr zusammen singt . :D,yes,Cool. ^^ Sounds best when you sing together. :D,NDY-003_467
NDY-003,471,encouragement,0,18,weiter so leute ^^ und ich gebe @xGluecksbaerchi recht,yes,continue so people ^^ and I give @xGluecksbaerchi right,NDY-003_471
NDY-003,471,agreement,23,54,weiter so leute ^^ und ich gebe @xGluecksbaerchi recht,yes,continue so people ^^ and I give @xGluecksbaerchi right,NDY-003_471
NDY-003,473,compliment,0,34,"die haben schöne / gute stimmen ^^ Lob an euch von mir ^^ und lässt die shit kommentare , wie : die haben keine hobbys die können singen , und singen ist anscheinend euer hobby =)",yes,"they have beautiful / good tune ^^ praise to you from me ^^ and leaves the shit commentaries, like : they have no hobbys that can sing , and singing is apparently your hobby =)",NDY-003_473
NDY-003,473,compliment,35,57,"die haben schöne / gute stimmen ^^ Lob an euch von mir ^^ und lässt die shit kommentare , wie : die haben keine hobbys die können singen , und singen ist anscheinend euer hobby =)",yes,"they have beautiful / good tune ^^ praise to you from me ^^ and leaves the shit commentaries, like : they have no hobbys that can sing , and singing is apparently your hobby =)",NDY-003_473
NDY-003,476,positive feedback,24,42,der anfang is blöd aber der rest is gut ;D,yes,the beginning is stupid but the rest is good ;D,NDY-003_476
NDY-003,477,compliment,0,56,Ich find ihr habt das für euer alter sehr gut gemacht :D macht weiter jungs !!!,yes,I think you've done very well for your old man :D continues to do young !!!,NDY-003_477
NDY-003,477,encouragement,57,79,Ich find ihr habt das für euer alter sehr gut gemacht :D macht weiter jungs !!!,yes,I think you've done very well for your old man :D continues to do young !!!,NDY-003_477
NDY-003,480,positive feedback,0,4,nice finde ich gut von dir mach weiter lass dich von den anderen BLENDER nicht voll Labern .,yes,nice I find good of you to keep on doing you by the other BLENDERS not full of Labern.,NDY-003_480
NDY-003,480,compliment,5,26,nice finde ich gut von dir mach weiter lass dich von den anderen BLENDER nicht voll Labern .,yes,nice I find good of you to keep on doing you by the other BLENDERS not full of Labern.,NDY-003_480
NDY-003,480,encouragement,27,38,nice finde ich gut von dir mach weiter lass dich von den anderen BLENDER nicht voll Labern .,yes,nice I find good of you to keep on doing you by the other BLENDERS not full of Labern.,NDY-003_480
NDY-003,483,positive feedback,0,16,geiles lied ! ;),yes,horny song ! ;),NDY-003_483
NDY-003,492,implicit,95,159,leute es gibt leute die machen das sau schlecht und es heißt nur wow weil die gut aussehen und die beiden jungs sind ja nicht gerade hesslich für siebtklässler und machen das meiner meinung nach recht gut sowas macht auch voll viel arbeit und wenn ihr schon rummotzt macht das doch besser !!!!! xD,yes,people there are people who make the sow bad and it only means wow because the look is good and the two boys are not exactly hesitant for seventh graders and do that in my opinion quite good that also does a lot of work and if you already mott makes that better !!!!! xD,NDY-003_492
NDY-003,492,compliment,164,204,leute es gibt leute die machen das sau schlecht und es heißt nur wow weil die gut aussehen und die beiden jungs sind ja nicht gerade hesslich für siebtklässler und machen das meiner meinung nach recht gut sowas macht auch voll viel arbeit und wenn ihr schon rummotzt macht das doch besser !!!!! xD,yes,people there are people who make the sow bad and it only means wow because the look is good and the two boys are not exactly hesitant for seventh graders and do that in my opinion quite good that also does a lot of work and if you already mott makes that better !!!!! xD,NDY-003_492
NDY-003,492,implicit,205,238,leute es gibt leute die machen das sau schlecht und es heißt nur wow weil die gut aussehen und die beiden jungs sind ja nicht gerade hesslich für siebtklässler und machen das meiner meinung nach recht gut sowas macht auch voll viel arbeit und wenn ihr schon rummotzt macht das doch besser !!!!! xD,yes,people there are people who make the sow bad and it only means wow because the look is good and the two boys are not exactly hesitant for seventh graders and do that in my opinion quite good that also does a lot of work and if you already mott makes that better !!!!! xD,NDY-003_492
NDY-003,493,positive feedback,0,5,:D ^^ hat was,yes,:D ^^ has something,NDY-003_493
NDY-003,493,positive feedback,6,13,:D ^^ hat was,yes,:D ^^ has something,NDY-003_493
NDY-003,494,affection declaration,0,23,Die sind so knuffig ^-^,yes,They're so cuddly ^-^,NDY-003_494
NDY-003,495,agreement,17,26,@strwaberrystyle genau : 3,yes,@strwaberrystyle exactly : 3,NDY-003_495
NDY-003,496,affection declaration,0,22,voll die süßen * - * ♥,yes,Full of sweet * - * ♥,NDY-003_496
NDY-003,497,positive feedback,0,23,is ja total niedlich :),yes,is totally cute :),NDY-003_497
NDY-003,498,compliment,0,16,GEILE STIMME !!!,yes,VOICE VOICE !!!,NDY-003_498
NDY-003,499,positive feedback,0,8,Voll süß und die Stimme ist voll gut ! Aber die Gesichtsausdrücke :D,yes,Fully sweet and the voice is full good! But the facial expressions :D,NDY-003_499
NDY-003,499,compliment,13,38,Voll süß und die Stimme ist voll gut ! Aber die Gesichtsausdrücke :D,yes,Fully sweet and the voice is full good! But the facial expressions :D,NDY-003_499
