"document","comment_id","comment"
"NDY-274","194","Ich mag deine Version der Buch-Review sehr schön :) Aber das Buch werde ich mir wohl nicht kaufen .."
"NDY-274","195","ein Klobuch :D ! du bist einfach nur genial :)"
"NDY-274","196","Herr Toturial für arme !!!"
"NDY-274","197","Ich finde die Buch Review sehr gut , aber das Buch weniger gut . weiter so ! :)"
"NDY-274","198","Ganz ehrlich . Auf Leute , die dich verurteilen , weil du ein bestimmtes Buch liest , kannste doch verzichten ! Die sidn genauso bescheuert , wie die ganzen Bild.de-Leser , die einen Artikel über Katzenbrger anklicken , lesen und dann sogar noch kommentieren mit `In Chine fällt ein Sack Reis um` oder `Armes Deutschland , verdummt .. ` etc. .. Da muss ich mir echt immer an den Kopf fassen ."
"NDY-274","199","Gerade wo es hier um SHARE THE LOVE geht .. Schaut doch mal bei Hanna Paradoxa vorbei- sie ist wirklich ne Liebe gibt sich total viel Mühe ! Schönen Tag euch noch :)"
"NDY-274","200","Wie schlimm ... du darfst lesen was du willst ! Und Daniela Katzenberger ist eigentlich gar nicht so schlimm"
"NDY-274","201","Das steht unter Bildung ? eieieieieieei ."
"NDY-274","202","Btw . Bitte Bitte hör auf dich zu schminken . Du wärst bestimmt wunderschön ohne die ganze aufgesetzte maske !"
"NDY-274","203","Ich fand deine Rezi gelungen ! Von Daniela Katzenberger , naja , halte ich nicht viel aber auch nicht wenig . ( :"
"NDY-274","204","Ich mochte die Buchvorstellung echt - ich liebeliebeliebe Bücher - aber das nächste Mal doch bitte kein Klobuch mehr :) Es kann schon etwas leichtes sein , denn es gibt nämlich auch Bücher , die es schaffen , leicht und niveauvoll zu sein . Sonstige Bücher sozusagen für die breite Masse wären noch ' Die Tribute von Panem ' - wobei das schon schwere Kost ist , wenn auch leicht geschrieben - oder vielleicht doch noch was in die Biografien-Richtung ."
"NDY-274","205","1. Deine Buchvorstellung fand ich ziemlich gut ! Lustig und locker , vielleicht ein wenig chaotisch , aber sonst echt prima ! 2. Warum sollte man dich verurteilen weil du ein Buch von Daniel katzenberger liest ??? man darf doch wohl noch Interesse zeigen . 3. Daniela Katzenberger hat vielleicht unechte Brüste , Fingernägel , Haare etc , aber sonst fnde ich sie sehr efrischend , natürlich und auch sicherlich klüger als manch einer denken würde ... :-)"
"NDY-274","206","Mach dieses Buch fertig hast du glaub ich mal vorgestellt ."
"NDY-274","207","Oha , wenn man den letzten Satz des Klappentextes hört , denkt man ja , aus ihr ist was vernünftiges geworden :D"
"NDY-274","208","deine Schönheit ist unverschämt !! :D :D :D :D ♥ .. du solltesdt echt model werden ! ;)"
"NDY-274","209","Danke für die Review , jetzt weiß ich also , dass das Buch so ist , wie ich es erwartet habe . Ich investiere dann lieber in Schuhe oder so :D"
"NDY-274","210","Ich finde du hast die Buchreview gut gemacht :) Kompliment dafür . Allerdings hat mich das Buch nicht wirklich interessiert , weil ich Daniela Katzenberger in letzter einfach ein bisschen zu oft in den Medien gesehen hab und ich zur Zeit eher genervt von ihr bin . Ich kann dich aber auch komplett verstehen , wenn du sagst das es für dich irgendwie interessant war was über ihre Person halt zu erfahren und wie sie sich sekbst '' vermarktet '' :D Lg"
"NDY-274","211","hat die nich zugegebn , dass sies nich selber geschriebn hat ?!"
"NDY-274","212","du siehst aus wie ne indische prinzessin :) * __ *"
"NDY-274","213","Îch weiss nicht warum , aber dein Mund sieht hier so schief aus in dem Video :O :)"
"NDY-274","214","DANIELA KATZENBERGER = OPTISCH KÜNSTLICH , INNERLICH ECHT = ÄUSSERLICH TUSSI , INNERLICH BAUARBEITER = DIESE WIDERSPRÜCHE FASZINIEREN DIE MENSCHEN !"
"NDY-274","215","das buch ist geil wie bist den du drauf - . -'"
"NDY-274","216","Du siehst da voll aus wie Natalia Kills 3"
"NDY-274","217","Ich wäre für mehr Buchreviews :)"
"NDY-274","218","Gut das du dieses Buch vorgestellt hast . So weiß ich das ich es mir doch nicht kaufe . Hannelore Kohl Biografie war schon so Kacke"
"NDY-274","219","sie hat selbst gesagt dass das buch von einem anonymen autor stammt also von ihr ist da gar nichts"
"NDY-274","220","Klobuch LOL du meine Güte , geniale Wortwahl ! :D FInde deine Buchreview gut , und vielleicht werd ich mir mal das Buch ausleihen und lesen . Ist bestimmt eine gute Unterhaltung . Das Buch hast du gut beschrieben ; wichtig ist , dass man nicht zu viel preisgibt . Ich find auch gut , dass du die Bilder nicht so deutlich gezeigt hast , weil man die sich eigentlich selber anschauen möchte ( egal aus welchem Buch ) . Denke auch , dass du mehr Buchreviews machen könntest . :-)"
"NDY-274","221","deine buchvorstellung war ganz gut ( als i-tüpfelchen wäre es mal interessant gewesen wenn du ein paar zitate , die an den rändern stehen , vorgelesen hättest . zumindest hatte ich die ganze zeit gehofft du würdest es tun ;-) ist aber nicht schlimm hast es trotzdem toll gemacht ) . bitte mehr büchervorstellungen :-))"
"NDY-274","222","@daaruum wie heißt denn dein nagellack ?"
"NDY-274","223","@daaruum Ich fands cool und lustig . Hast du das Buch immer noch ? Und wie hat es dir gefallen die Seite abzufackeln :D"
"NDY-274","224","@daaruum dann übertreibs nicht ! idiot ! ^^"
"NDY-274","225","wenn du das buch in 1 1/2 stunden gelesen hast , hast du ja pro seite nur 25sekunden gebraucht ...."
"NDY-274","226","@RiskantjeTV ghostwriter ...... ;)"
"NDY-274","227","bin ich die einzige die findet dass das video nachdem sie klobuch sagte so einen leicht unangenehmen touch bekommen hat ? ^^"
"NDY-274","228","@xFluorescent94 Nö , ich denke wir sind mindestens zu zweit . ;D"
"NDY-274","229","@CoaTschiii da bin ich aber erleichtert :D"
"NDY-274","230","hey , du solltest bei einer review doller zwischen objektiver und subjektiver aussage unterscheiden finde ich . das sie das nicht selber geschrieben hat weißt du ja mittlerweile bestimmt . für die erste richtige buch-review find ichs gut , mach bitte mehr ! :D"
"NDY-274","231","Kannst du mal in deinem nächsten Video das Manhatten rouge zeigen ? ;*"
"NDY-274","232","schöne vorstellung is alles gut"
"NDY-274","233","Machst du bald mal wieder ein Kochvideo ? :))"
"NDY-274","234","Ich habe mir erst gedacht : Naja auf eine Review habe ich nicht so wirklich Lust . Aber da ich dich so sehr mag habe ich mir auch dieses Angetan :))"
"NDY-274","235","ich kauf mir das buch auf jeden Fall :D Tolles Video :D"
"NDY-274","236","Ich glaube , ich werde mir das Buch kaufen . Habs am Flughafen entdeckt und es mir schnell angeguckt . Da ich Daniela seit Jahren ( durch VOX ) im Fernseher verfolge und ich sie super symphatisch , lustig und besonders finde , werde ich da wohl nicht drum rum kommen . Danke für die Review ."
"NDY-274","237","ich find den geilsten Spruch : Da bin ich aber mal gespannt wie ein Regenschirm"
"NDY-274","238","also ein klo buch würde ich es nicht nennen eher ein nicht so anspruchsvolles buch zur unterhaltung .... und nACHDEM DU klo buch gesagt hast nimmt dein video so eine unangehnehmen abfälligen touch an ..."
"NDY-274","239","@Moehrlinjack In der Beschreibung steht das - Top : Levis :)"
"NDY-274","240","Ich würd das auch mal gern lesen ob ich jetzt die katzenberger mag oder net !"
"NDY-274","241","blasen"
"NDY-274","242","Ich kann dir glauben dass , das Buch nicht besonders ist aber ich finde dadurch dein video nicht schlecht !!!! Mich würden mal deine Lieblingsbücher interessieren also ich würde mich über mehr Buch Review's freuen !! Einen daumen hoch für daaruum ! :)"
"NDY-274","243","wer interessiert sich für daniela katzenberger ?! sry aber niveauloser als die geht ja schon gar nicht mehr : o"
"NDY-274","244","du bist die schönste frau die ich kenne ♥"
"NDY-274","245","@xFluorescent94 Ich find den Begriff treffend :D"
"NDY-274","246","kannst du mal ein video machen wie du roten lippenstift auftragen tust ... mit lipliner .. und co ?! 3 kUssiiii !"
"NDY-274","247","Find das Video voll gut . :) Daniela Katzenberger . * - * Würe mir wünschen wenn du noch mehr Buchreviws machen würdest . ;)"
"NDY-274","248","also .. ich hätt gern mal bisschen mehr buchreviews von dir - nicht nur bücher , die du dir mal eben am bahnhof kaufst =)"
"NDY-274","249","Jaa ! Endlich mal jemand der nich Wochen für son kleines Büchlein braucht !"
"NDY-274","250","yes !!!!!!!!!!!!!!"
"NDY-274","251","Ich mag die Katzenberger , bin jetzt auch kein Fan , aber ich find sie schon geil :D"
"NDY-274","252","ich find das buch klasse :D"
"NDY-274","253","sie hat es nicht selbst geschrieben , verriet sie in interviews . ich werde den hype um leute wie sie oder verona nie verstehen . wir leben augenscheinlich in einer zeit , wo es reicht , nichts zu sein und nichts zu können , um geld zu machen und fans zu haben . traurige zeiten . aber es gibt doch diesen alten spruch - jede generation hat die helden und vorbilder , die sie verdient . genauso sehe ich das auch ."
"NDY-274","254","Gute Buchvorstellung , nur leicht unstrukturiert ."
"NDY-274","255","Hey ! Toll , dass du das Katzenberger Buch vorgestellt hast . Bisher habe ich noch viel zu wenig über dieses Buch gehört , obwohl ich aktiv in der Buchblogger-Szene unterwegs bin und auch hier die Buchgurus verfolge . Die Katze is plietsch , eindeutig . Sie weiß , wie sie Geld verdienen und erfolgreich sein kann - daraus macht sie keinen Hehl . Sonnige Grüße Anka"
"NDY-274","256","ich liebe das buch !"
"NDY-274","257","Bullshit !!! stupid blond girl !!!"
"NDY-274","258","was für anspruchsvolle bücher kannst du denn empfehlen ? ich weiß ja , dass du dan brown gerne magst ( wobei ich sagen muss inhalt top , sprachlich leider nicht so- kann aber auch an der deutschen übersetzung liegen ) :D was würdest du sonst noch empfehlen ?"
"NDY-274","259","ich mag daniela katzenberger :)"
"NDY-274","260","ich hätte das buch nicht ganz so sehr unempfohlen ( gibts das wort ? ) also du machst es ein bisschen schlecht und hast eventuell leute vom kauf abgeraten die es eventuell gelesen hätten aber war ok"
"NDY-274","261","du müsstest mal Daniela Katzeberger schminken ;)"
"NDY-274","262","is ja klaar dass so meschen die nur vorurteile über die katzenberger haben des buch auch scheiße finden- . -"
"NDY-274","263","kenne die katze persönlich und muss sagen dass sie gar nicht so ist wie im fernseh dargestellt ."
"NDY-274","264","@MrsKaba91 Wo herr kennste die dann persönlich"
"NDY-274","265","Ich finde du hàttest paar minuten aus dem buch was lesen sollen ,"
"NDY-274","266","Ich habe das Buch auch gelesen :D"
"NDY-274","267","Das Video ist trotzdem toll ( : Kann dich verstehen das Buch ist etwas zum Zeit überbrücken undso ;) Ich mag Daniela Katzenberger i. wie sie ist total schräg drauf und das find ich lustig ;D"
"NDY-274","268","Schönes Make-Up !!! Und ich bin ein großer Fan von Daniele Katzenberger !!! ;DD"
"NDY-274","269","Mal 'ne Frage : Sie schreibt also in der Ich-Perspektive , steht da auch ' ich ' oder steht da ' isch ' ? :D"
"NDY-274","270","Ein Klobuch hhahahaha"
"NDY-274","271","Das perfekte Muttertagsgeschenk für Katzneberger-Fans ? Hier :"
"NDY-274","272","Ebay ... Katzenberger Buch mit Autogramm"
"NDY-274","273","die zitate werden immer wiederholt , das find ich schade .."
"NDY-274","274","Also bevor ich die Katzenberger weder gehört , noch gewusst hab , wie sie sich so gibt , dachte ich mir : ach du Scheiße , wieso wird so eine billige Barbietussi berühmt ? Aber seit ich ihre Serie mit Begeisterung angesehen hab , hab ich gemerkt , dass sie einfach so ist wie sie ist , ungeheuer sympathisch und einfach nur echt . Sie hat viel Witz und Charme , wer von ihr ein hochliterarisches Buch erwartet , ist irgendwie selber Schuld ;) warum ? DAARUUM !"
"NDY-274","275","ich lieeeebe daniellaaaaaa :)"
"NDY-274","276","Liebe , Liebe , Daniela Katzenberger , schade ist das ich in diesen Video niergens die Katze sah . Die Daniela die ist Schlau , drum schreibt Sie ein Buch und ist eine richtige Frau . Die Daniela die ist Blond und spielt genauso gut wie Bond . 001 die Katzenberger liest gerne Manuskripte und scheut keinen Ärger . Aber jetzt ist Sie eine sanfte Katze und hat nur für Wilde eine Pratze . Schöne Sonnentage auf Mallorca , Ihr Ganesha ."
"NDY-274","277","ich abonnir dich ab"
"NDY-274","278","Das tut mir leid für dich ... Mein Beileid .."
"NDY-274","279","ich liiiiiiiebe dieses buch schon lange bevor ich das video gesehen hatte"
"NDY-274","280","Ich hab das Buch zweimal gelesen und mag es eigentlich sehr gerne sprich : Ich musste beim lesen häufig lachen , was ja schonmal ein sehr guter Anfang ist :) ."
"NDY-274","281","@CherryisInkognito da bin ich deiner meinung aber jeder hat ne andea meinung diewegen geb ich dir keinen daumen runter daaruum :)"
"NDY-274","282","02:56 :DDD"
"NDY-274","283","modemusikleben.blogspot.de :)"
"NDY-274","284","Ich liebe sie"
"NDY-274","285","Wie alt ist das video : o"
"NDY-274","286","Guck doch oben"
"NDY-274","287","Dieser Lippenstift steht dir echt seeeehr gut ! :)"
"NDY-274","288","Also ich finde , so schlimm ist es gar nicht :) Ich habe das Buch ja auch gelesen , allerdings kann es auch sein , dass ich intellektuell ein bisschen weniger gebildet bin als du ( das glaube ich sogar ganz sicher :D ) und ich das deshalb als unterhaltsam und lustig fand :D Aber an sich , finde ich , ist die Katze schon cool und ich hab eig. einiges über sie erfahren , was ich vorher nicht wusste . Allerdings sind Geschmäcker ja verschieden :) Aber cooles Video :) Daumen hoch :D"
"NDY-274","289","Hab das Buch 5 mal gelesen"
"NDY-274","290","ich mag daniela katzenberger :)"
"NDY-274","291","The College Brows"
"NDY-274","292","Haha ich glaub ich kauf mir das nette Klobuch ;D"
"NDY-274","293","und wie ist sie dann .. ??"
"NDY-274","294","Ich fand deine review gut . ich hab das buch auch gelesen muss sagen , dass ich davon schnell gelangweilt war . hatte auch gehofft mehr hintergrundinfos zu erfahren . ich kann mich also deiner Meinung bzgl des buches voll anschließen ."
"NDY-274","295","1. Ich finde du hast das gut gemacht :) 2. Ich finde Daniela total ehrlich und witzig und ich mag einfach ihre Art und ihren Typ :)"
"NDY-274","296","Wie kann so'ne kitschig unnötig-geschminkte 14 od. 15jährige über so'n nuttiges Buch WERBEN ? Sie ist wohl Katzenberger-Fan ! Wieviel Geld bekommt sie dafür , von dieser FICKTANTE , um sogar nicht einmal zu wissen , OB DIESES BUCH AUTOBIOGRAFISCH SEI , usw. : also etwa 97 % weisst sie gar NIX darüber , sie sagt's STÄNDIG SELBER : '' ich weiss nicht '' !!!! Wenn DIESES TEENIE nur wüsste , wie lächerlich ES sich macht , auf so 'ner Weise Geld verdienen zu wollen , und nur , um danach ihrem Umfeld sagen zu können : 'Hey ! Ich arbeite für die Nutte Katzenberger , schaut 'mal , ich bekomme aber KEIN CENT weil ich einfach ZU blöd bin ! ' ( ES tut nur Leid ! ) ."
"NDY-274","297","du wiedersprichst dich . erst sagst du , der erste teil , indem sie selbst schreibt , sei der interessanteste . später meinst du , dass der teil indem andere über sie schreiben , viel interessanter sei . ich finde es ausserdem ein fehler , dass du behauptet hast , du seist nach ca. 90 min mit dem buch durch gewesen . du hast die zitate noch garnicht gelesen , also bist du mit dem buch auch nicht durch . ^^ ich persönlich bin echt fan von der katze , weil ich sie supercool und total lustig finde . aber auch hier muss das jeder für sich selbst entscheiden , ob er sie mag , oder nicht ."
"NDY-274","298","Heul doch ;-)"
"NDY-274","299","na komm , wenn man schon an daniela rummeckert , dann sollte man wenigstens net so dumm sein , wie diese schmink bit .... äääh schminkqueen :D"
"NDY-274","300","+ texasboy2102 was labberst du ? Du bist vielleicht eine Schminken ist toll also halt dein Maul .. ehrlich mal eh ."
"NDY-274","301","+ Ashley Schulz ja , genauso eine bin ich eben . ich wusste bis eben zwar nicht dass ich eine bin , hab mich immer fütn kerl gehalzen , siehste mal . du raffst die ironie des kommentars halt nicht . aber schminken find ich echt nicht toll . ungeschminkte mädels sehen viel besser aus !!"
"NDY-274","302","+ texasboy2102 😂 😂 😂 ja ist klar , du bist einfach eine alte langweilige Oma xD Wie kann man Schminken nicht toll finden ? Hmm lass mich überlegen . Vielleicht weil du zu doof bist für Schminken ;) Und übriegends heisst das nicht gleich nur weil man sich Schminkt , das man Natur hässlich ist ? Bin ich auch nicht mach es aber trotzdem weils mir Spaß macht und ich Schminken liebe ;) .."
"NDY-274","303","+ Ashley Schulz LOOOOOOOL !!! also erstens bin ich ein kerö , texasBOY könnte dich darauf bringen . ich bin weder homo- trans- oder metrosexuell , dementsprechend ist schminken nicht mein ding : Dbei mädels find ich schminken auch net toll . schminke zu knutschen finde ich ekelig , und auch optisch finde ich ungeschminkte mädels einfach hübscher . von hässlich oder hässlichkeit überschminken hab ich nie was gesagt :D"
"NDY-274","304","als sie den klappentext gelesen hat hab ich nen lachkrampf bekommen :D"
"NDY-274","305","Daaruum ist so klein hier !!!!!!! Sie ist sooooooo niedlich !"
